,C1,C4,C5,C6,T2,T5,C3_impute,C7_impute,C3`,C5`,C6`,T1prime,T3prime,T4prime,S1prime,S2prime,S3prime,Y1,Y2
111,93.0,0.06085692819100021,350000000.0,35000000.0,14176.0,1011.0,-0.44,2447.04,0,10.0,0.0,0.6533864541832669,0.90505079006772,0.07131772009029345,0.00416196388261851,0.01163939051918736,0.01163939051918736,1,0
112,422.0,0.002309869621072027,119611490.0,22000000.0,10824.0,678.0,-0.93,348.869,0,5.436885909090909,0.05555555555555555,0.544468546637744,0.879249815225425,0.06263858093126386,0.004249815225424981,0.008592017738359202,0.008592017738359202,0,1
113,270.0,0.009441568676369546,8540748.0,1200000.0,10344.0,492.0,0.0,107.462,0,7.11729,0.0,0.6974063400576369,0.9099961330239753,0.04756380510440835,0.00705723124516628,0.009377416860015468,0.009377416860015468,1,0
114,79.0,-0.05858667395878593,158675271.0,50000000.0,29474.0,1743.0,-1.76,5069.0,0,3.17350542,0.0,0.6289592760180995,0.9043224536879962,0.05913686639071724,0.008990975096695393,0.01876229897536812,0.01876229897536812,1,0
116,114.0,0.047780887304086854,19768862.0,8400000.0,15449.0,786.0,-1.12,107.462,0,2.3534359523809525,0.0,0.7907542579075426,0.890672535439187,0.05087707942261635,0.005307786911774225,0.009450449867305328,0.009450449867305328,1,0
117,79.0,0.03380491886864125,17632545.0,8500000.0,10470.0,471.0,0.1,371.445,0,2.0744170588235296,0.07142857142857142,0.5608695652173913,0.8619866284622731,0.04498567335243553,0.00792741165234002,0.011556829035339064,0.011556829035339064,0,1
118,275.0,0.047564541326239926,23477907.0,5000000.0,16370.0,829.0,-12.4,6.616,0,4.6955814,0.0,0.7373188405797102,0.911484422724496,0.05064141722663409,0.0064752596212583995,0.006414172266340868,0.006414172266340868,1,0
119,87.0,-0.010885933923670295,55000000.0,41250000.0,14563.0,754.0,0.246,1650.652,0,1.3333333333333333,0.0,0.6794171220400729,0.8976172491931608,0.0517750463503399,0.009201400810272608,0.007484721554624734,0.007484721554624734,0,0
120,125.0,0.04154455600912957,41193526.0,18750000.0,13364.0,713.0,1.6,506.305,1,2.1969880533333335,0.125,0.6596194503171248,0.9063154744088596,0.05335228973361269,0.006360371146363364,0.01556420233463035,0.01556420233463035,0,1
121,70.0,-0.013775441835218064,26113294.0,6000000.0,4372.0,276.0,-37.9,8.678,0,4.352215666666667,0.06666666666666667,0.5434782608695652,0.903476669716377,0.06312900274473925,0.006404391582799634,0.00869167429094236,0.00869167429094236,0,1
122,107.0,-0.039305049874703096,20666667.0,9000000.0,9268.0,481.0,0.79,330.118,0,2.2962963333333333,0.0,0.6666666666666666,0.8919939577039275,0.0518990073370738,0.00927924039706517,0.008847647820457489,0.008847647820457489,0,0
124,137.0,-0.0028482541806786194,19391306.0,7500000.0,11520.0,714.0,0.26,207.502,0,2.585507466666667,0.0625,0.5765765765765766,0.8941840277777777,0.06197916666666667,0.003125,0.009375,0.009375,0,1
125,100.0,0.05699491838087051,31502000.0,30600000.0,12128.0,1135.0,2.0,1239.711,2,1.0294771241830065,0.0,0.7408536585365854,1.498433377308707,0.09358509234828497,0.006348944591029024,0.01888192612137203,0.01888192612137203,1,0
126,98.0,-0.009069643520976828,20122971.0,8300000.0,14111.0,555.0,0.33,519.023,0,2.4244543373493976,0.0,0.6865384615384615,0.8654241371979307,0.03933101835447523,0.006165402877188009,0.005244135780596698,0.005244135780596698,1,0
127,331.0,-0.02246402239096419,25976602.0,8950000.0,10174.0,464.0,0.1,388.556,0,2.902413631284916,0.0,0.5510204081632653,0.8681934342441517,0.04560644780813839,0.0057990957342244935,0.007863180656575585,0.007863180656575585,1,0
128,79.0,-0.045928277974958534,133325236.0,24000000.0,14175.0,762.0,-2.93,100.181,0,5.555218166666666,0.041666666666666664,0.5647668393782384,0.897636684303351,0.05375661375661376,0.004514991181657848,0.01037037037037037,0.01037037037037037,0,1
129,100.0,0.04437081598735093,29671309.0,6000000.0,13649.0,711.0,-0.44,23.333,0,4.945218166666667,0.22727272727272727,0.5740402193784278,0.9197010770019781,0.05209172833174591,0.004176130119422668,0.01055022345959411,0.01055022345959411,0,1
130,37.0,0.03380491886864125,30176058.0,14500000.0,11249.0,579.0,0.24,502.6,0,2.081107448275862,0.0,0.6148648648648649,0.8983020712952262,0.05147124188816784,0.006311672148635435,0.009245266245888523,0.009245266245888523,1,0
131,226.0,0.059454155167011566,29687510.0,15666666.0,21885.0,1080.0,-1.79,269.608,0,1.8949475274445757,0.0,0.6499388004895961,0.8816997943797121,0.04934886908841672,0.004295179346584419,0.01251999086132054,0.01251999086132054,1,0
132,94.0,0.016442651117707995,16505470.0,5132728.0,16242.0,808.0,-0.13,63.086,0,3.215730504324406,0.0,0.594679186228482,0.91651274473587,0.049747568033493415,0.004802364240857037,0.008250215490703115,0.008250215490703115,1,0
133,77.0,0.013148883711569307,26675374.0,6000000.0,4914.0,322.0,-153.85,107.462,0,4.445895666666667,0.0,0.5870646766169154,0.9025234025234026,0.06552706552706553,0.007733007733007733,0.007529507529507529,0.007529507529507529,1,0
134,133.0,0.008014169559762604,78000000.0,18000000.0,10764.0,643.0,0.14,32.179,0,4.333333333333333,0.09090909090909091,0.6181384248210023,0.9156447417316983,0.05973615756224452,0.005574136008918618,0.009011519881085098,0.009011519881085098,0,1
135,112.0,-0.006455284788673374,24800441.0,6000000.0,7944.0,471.0,-1.89,14.344,0,4.133406833333333,0.06666666666666667,0.5281899109792285,0.8890986908358509,0.05929003021148036,0.00893756294058409,0.008559919436052367,0.008559919436052367,0,1
136,190.0,0.008465131972944257,17517723.0,5300000.0,13076.0,641.0,-0.35,33.873,0,3.3052307547169812,0.125,0.6547085201793722,0.8841388803915571,0.0490211073722851,0.002906087488528602,0.009024166411746712,0.009024166411746712,0,1
137,63.0,-0.0035916357394070756,22412040.0,4150000.0,13073.0,644.0,0.13,378.525,0,5.40049156626506,0.07692307692307693,0.6385281385281385,0.8877839822534995,0.04926183737474184,0.004054157423697698,0.011703511053315995,0.011703511053315995,0,1
138,83.0,0.03789430732969007,31688068.0,6000000.0,5329.0,303.0,-1.15,107.462,0,5.281344666666667,0.08333333333333333,0.6078431372549019,0.9228748358040908,0.05685869769187465,0.0046913116907487335,0.01688872208669544,0.01688872208669544,0,1
139,64.0,0.06947587823623698,22642128.0,4500000.0,3752.0,257.0,-1.13,107.462,0,5.031584,0.0,0.7121212121212122,0.9168443496801706,0.06849680170575694,0.003464818763326226,0.01199360341151386,0.01199360341151386,1,0
140,126.0,-0.0067025478259751595,16020154.0,7058870.0,17001.0,819.0,1.05,320.732,1,2.2695068757464014,0.058823529411764705,0.6433333333333333,0.8939474148579495,0.048173636844891475,0.003646844303276278,0.0075877889535909656,0.0075877889535909656,0,1
141,833.0,0.044272134313262886,23484039.0,5000000.0,9214.0,492.0,0.28,35.075,0,4.6968078,0.13333333333333333,0.5477386934673367,0.8904927284566964,0.05339700455828088,0.00379856739743868,0.005752116344692858,0.005752116344692858,0,1
142,203.0,0.00895365761153808,70508690.0,26000000.0,13988.0,722.0,1.16,757.726,1,2.711872692307692,0.043478260869565216,0.5805168986083499,0.8834715470403203,0.05161567057477838,0.004432370603374321,0.0087217615098656,0.0087217615098656,0,1
143,91.0,-0.014905424266206998,9449337.0,3500000.0,7983.0,390.0,-7.82,2.056,0,2.6998105714285714,0.0,0.5674846625766872,0.9015407741450583,0.04885381435550545,0.002755856194413128,0.0080170362019291,0.0080170362019291,1,0
144,23.0,-0.011281887075742946,24492427.0,6500000.0,13819.0,747.0,-0.45,164.044,0,3.7680656923076925,0.0,0.5847750865051903,0.8918879803169549,0.05405600984152254,0.0033287502713655113,0.011071712859107026,0.011071712859107026,1,0
145,427.0,0.00314882531779097,27282235.0,6250000.0,9798.0,474.0,0.43,587.899,0,4.3651576,0.05555555555555555,0.6112531969309463,0.8776280873647683,0.04837721984078383,0.0076546233925290875,0.010614411104307001,0.010614411104307001,0,1
146,93.0,6.118775639270777e-05,16247115.0,8850000.0,13124.0,637.0,0.38,32.82,0,1.8358322033898304,0.0,0.631236442516269,0.8894391953672661,0.04853703139286803,0.0021334958854007926,0.016001219140505944,0.016001219140505944,1,0
147,177.0,-0.015121373258590741,38272247.0,9900000.0,9581.0,487.0,0.26,108.581,0,3.8658835353535355,0.07692307692307693,0.5488721804511278,0.893852416240476,0.050829767247677696,0.0062623943220958146,0.010019830915353304,0.010019830915353304,0,1
148,11.0,0.049754821648229856,13500000.0,13500000.0,7059.0,382.0,0.24,16.87,0,1.0,0.0,0.5793357933579336,0.9310100580818813,0.05411531378382207,0.003683241252302026,0.009774755631109222,0.009774755631109222,1,0
149,100.0,0.026627414345186208,10598319.0,3709090.0,5857.0,297.0,-4.08,0.493,0,2.857390626811428,0.0,0.525,0.9148028000682944,0.050708553867167494,0.004609868533378863,0.008878265323544477,0.008878265323544477,1,0
150,287.0,0.043563710607244475,10833611.0,5300000.0,12416.0,651.0,-0.2,50.556,0,2.0440775471698114,0.16666666666666666,0.6257928118393234,0.8726643041237113,0.05243234536082474,0.006926546391752577,0.010228737113402062,0.010228737113402062,0,1
151,17.0,0.017113521083632423,27270000.0,7700000.0,17884.0,842.0,0.19,18.324,0,3.5415584415584416,0.07142857142857142,0.6279411764705882,0.9089689107582196,0.04708118989040483,0.006038917468127935,0.0074368150301945875,0.0074368150301945875,0,1
152,35.0,0.03113477157157728,33366250.0,6660000.0,18818.0,1003.0,0.87,259.671,0,5.0099474474474475,0.0,0.695859872611465,0.9074290572855777,0.05330003188436603,0.005951748326070783,0.00823679455840153,0.00823679455840153,1,0
153,89.0,0.05063222853902577,27085362.0,6700000.0,9528.0,475.0,-0.29,27.552,0,4.042591343283582,0.23076923076923078,0.6456043956043956,0.9024979009235936,0.049853064651553314,0.003988245172124265,0.0053526448362720405,0.0053526448362720405,0,1
154,96.0,0.05436796021880253,6830767.0,2307692.0,7439.0,358.0,0.7,76.588,0,2.9599994279999238,0.0,0.6176470588235294,0.8037370614329883,0.04812474794999328,0.00443608011829547,0.005108213469552359,0.005108213469552359,0,0
155,79.0,0.04161250286003572,11995000.0,3850000.0,8656.0,393.0,0.62,157.198,0,3.1155844155844155,0.07692307692307693,0.5303430079155673,0.9041127541589649,0.04540203327171904,0.003927911275415897,0.006238447319778189,0.006238447319778189,0,1
156,76.0,-0.02780558531861782,16988751.0,9250000.0,11504.0,593.0,0.29,287.579,0,1.8366217297297298,0.0,0.5625,0.879259388038943,0.05154728789986092,0.00791029207232267,0.010083449235048678,0.010083449235048678,1,0
157,392.0,0.0009944971818087848,83141291.0,20000000.0,44890.0,2024.0,2.22,3037.567,2,4.15706455,0.0,0.6657627118644068,0.8757406994876364,0.045087992871463575,0.006616172867008242,0.007551793272443752,0.007551793272443752,0,0
158,101.0,-0.0464621559185416,72499911.0,20887107.0,13415.0,685.0,0.27,198.29,0,3.4710365107049053,0.0,0.6294736842105263,0.8777487886693999,0.051062243756988444,0.0032799105478941485,0.008945210585165859,0.008945210585165859,1,0
159,120.0,0.01076544990065678,10242877.0,5000000.0,10058.0,483.0,0.52,41.633,0,2.0485754,0.15384615384615385,0.6582633053221288,0.8896400874925432,0.04802147544243388,0.00457347385166037,0.005965400676078743,0.005965400676078743,0,1
160,93.0,-0.030411457792077785,26845343.0,6900000.0,6263.0,389.0,-102.6,10.577,0,3.890629420289855,0.08333333333333333,0.5691056910569106,0.9000479003672361,0.06211080951620629,0.008622066102506785,0.007664058757783809,0.007664058757783809,0,1
161,85.0,0.04946365377677967,125025500.0,1811313.0,15252.0,709.0,-9.58,8834.5,0,69.02479030405016,0.0,0.7479508196721312,0.9060451088381851,0.0464857067925518,0.007277734067663257,0.01835824809861002,0.01835824809861002,0,0
162,127.0,-0.0063156046994000984,20502757.0,7500000.0,14090.0,728.0,-0.19,40.71,0,2.7337009333333335,0.1,0.6526946107784432,0.8660752306600425,0.051667849538679915,0.0039034776437189495,0.006671398154719659,0.006671398154719659,0,1
163,119.0,-0.03696715841625829,5056607.0,2200000.0,8565.0,449.0,-0.16,1.572,0,2.2984577272727273,0.0,0.5295698924731183,0.9258610624635143,0.05242265032107414,0.005253940455341506,0.004553415061295972,0.004553415061295972,1,0
164,218.0,-0.005558980159684734,60750000.0,25000000.0,14060.0,744.0,0.23,1920.909,0,2.43,0.0,0.6490196078431373,0.8820768136557611,0.05291607396870555,0.005049786628733997,0.005405405405405406,0.005405405405405406,1,0
165,186.0,-0.05097464568124585,39500993.0,4920000.0,27472.0,1356.0,-1.08,105.311,0,8.028657113821138,0.0,0.6893523600439078,0.8961488060570763,0.04935934769947583,0.004331683168316832,0.006479324403028538,0.006479324403028538,1,0
166,89.0,-0.008561623058511695,51772816.0,7390000.0,12424.0,627.0,-0.08,46.434,0,7.005793775372124,0.2,0.6963855421686747,0.8955247907276239,0.05046683837733419,0.0029781068898905344,0.007244043786220219,0.007244043786220219,0,1
167,252.0,0.033648959575388014,25666667.0,10166667.0,9669.0,420.0,3.27,243.446,3,2.5245901139478653,0.0,0.6503067484662577,0.8954390319578033,0.04343779087806392,0.0069293618781673385,0.007136208501396215,0.007136208501396215,0,0
168,114.0,-0.003240929708257981,24769197.0,9375000.0,11536.0,599.0,-0.24,304.558,0,2.64204768,0.0,0.6151898734177215,0.8651178918169209,0.05192441054091539,0.0054611650485436895,0.009968793342579751,0.009968793342579751,0,0
169,69.0,-0.08287206810309786,15028162.0,53061224.0,20533.0,1116.0,-17.65,256.445,0,0.28322305569128975,0.0,0.7968503937007874,0.8814591145960162,0.0543515316807091,0.0023864023766619587,0.003555252520333122,0.003555252520333122,1,0
170,85.0,-0.003981063940780011,340644825.0,34100000.0,21623.0,1310.0,0.0,9495.246,0,9.98958431085044,0.0,0.6163366336633663,0.9065809554640891,0.06058363779309069,0.008971928039587476,0.01072931600610461,0.01072931600610461,1,0
171,105.0,0.04846885250614673,61960992.0,16700000.0,17335.0,1017.0,0.11,83.658,0,3.7102390419161675,0.08333333333333333,0.6294573643410852,0.8961061436400346,0.05866743582347851,0.0043841938275165845,0.011248918373233344,0.011248918373233344,0,1
172,140.0,0.02538328073525964,33431417.0,9100000.0,11526.0,715.0,0.0,33.047,0,3.673782087912088,0.23076923076923078,0.6082004555808656,0.9108103418358494,0.062033663022731216,0.003990976921742148,0.008068714211348256,0.008068714211348256,0,1
173,85.0,-0.005558980159684734,49389869.0,10000000.0,11759.0,580.0,0.19,2031.869,0,4.9389869,0.06666666666666667,0.5705521472392638,0.886554979164895,0.04932392210221958,0.003911897270176035,0.004932392210221958,0.004932392210221958,0,1
174,90.0,0.020089649378692193,97362135.0,27500000.0,15288.0,912.0,0.47,289.041,0,3.5404412727272727,0.058823529411764705,0.72,0.9316457352171638,0.059654631083202514,0.004513343799058085,0.007980115122972265,0.007980115122972265,0,1
175,98.0,-0.05328217125439354,25110974.0,13456522.0,21187.0,1044.0,-0.81,111.643,0,1.8660820381373433,0.0,0.7018813314037626,0.8673715013923632,0.04927549912682305,0.002123943927880304,0.009062160758955964,0.009062160758955964,0,0
176,77.0,-0.03751629906765014,26188505.0,6000000.0,14346.0,689.0,-0.1,32.539,0,4.364750833333333,0.0,0.6,0.84929597100237,0.048027324689809005,0.004182350480970306,0.006691760769552488,0.006691760769552488,0,0
177,173.0,0.014041837854611824,81964617.0,8900000.0,22667.0,1200.0,0.0,107.462,0,9.209507528089887,0.13333333333333333,0.6888331242158093,0.9050602197026514,0.05294039793532448,0.004191114836546521,0.007279304716107116,0.007279304716107116,0,1
178,72.0,0.02312823138279143,7572273.0,1500906.0,12337.0,599.0,1.05,0.099,1,5.045134738617874,0.0,0.7256410256410256,0.8793872092080732,0.04855313285239524,0.004133906136013618,0.01037529383156359,0.01037529383156359,1,0
179,118.0,0.05757457296364237,14658351.0,6000000.0,6475.0,310.0,12.12,359.683,12,2.4430585,0.13333333333333333,0.4744525547445255,0.8653281853281853,0.047876447876447875,0.003861003861003861,0.006177606177606178,0.006177606177606178,0,1
180,84.0,-0.00021042127293830208,120391613.0,22250000.0,13641.0,664.0,0.22,577.135,0,5.410859011235955,0.11764705882352941,0.7637614678899083,0.8980280038120373,0.04867678322703614,0.006964298805072942,0.01715416758302177,0.01715416758302177,0,1
181,70.0,0.05852111708533658,87425000.0,35715000.0,22922.0,1065.0,121.0,7619.952,121,2.4478510429791402,0.0,0.6241457858769932,0.9100863798970421,0.04646191431812233,0.010906552656836228,0.012651601081930024,0.012651601081930024,1,0
182,91.0,-0.019651975924335506,68653626.0,24221929.0,10346.0,462.0,-0.11,1333.322,0,2.8343583205119627,0.0,0.6060606060606061,0.8615890199110767,0.044654939106901215,0.0036729170693988013,0.005316064179393002,0.005316064179393002,1,0
183,81.0,0.015487112031121256,85444887.0,27000000.0,14710.0,656.0,0.58,915.402,0,3.1646254444444444,0.05,0.5613126079447323,0.8535690006798097,0.04459551325628824,0.006050305914343984,0.008089734874235215,0.008089734874235215,0,1
184,119.0,0.023492497110513433,17240363.0,7500000.0,12420.0,755.0,-3.4,107.462,0,2.2987150666666665,0.0,0.7486910994764397,0.9178743961352657,0.0607890499194847,0.004589371980676328,0.00821256038647343,0.00821256038647343,1,0
185,77.0,-0.004839837912175111,18773283.0,7850000.0,12049.0,562.0,-11.57,418.983,0,2.39150101910828,0.0,0.5728952772073922,0.8950950286330815,0.04664287492737987,0.006888538467922649,0.014358038011453233,0.014358038011453233,1,0
186,107.0,0.006842770621949718,41865167.0,14062500.0,13273.0,613.0,-0.149,2599.816,0,2.9770785422222223,0.1875,0.6338329764453962,0.894296692533715,0.04618398252090711,0.004821818729752129,0.006630000753409177,0.006630000753409177,0,1
187,76.0,0.04401094690851535,13097313.0,3840000.0,8274.0,421.0,0.99,41.056,0,3.41075859375,0.13333333333333333,0.6017699115044248,0.9048827652888567,0.05088228184674885,0.005922165820642978,0.011481750060430264,0.011481750060430264,0,1
188,118.0,-0.0006468979863711416,23673756.0,6000000.0,4849.0,356.0,-100.4,0.826,0,3.945626,0.0,0.6290322580645161,0.8880181480717674,0.07341719942256135,0.011342544854609197,0.009074035883687359,0.009074035883687359,1,0
189,107.0,0.045262646375410436,9375053.0,9375000.0,14805.0,750.0,1.08,114.299,1,1.0000056533333332,0.0,0.6986301369863014,0.9105032083755488,0.05065856129685917,0.004660587639311043,0.006281661600810537,0.006281661600810537,1,0
190,197.0,-0.0173493970743838,83679691.0,22173000.0,8124.0,414.0,0.61,224.299,0,3.7739453840256165,0.0,0.5870967741935483,0.8890940423436731,0.05096011816838995,0.007385524372230428,0.009354997538158542,0.009354997538158542,1,0
191,99.0,0.010983105662161895,105136967.0,29000000.0,12454.0,654.0,-2.44,300.986,0,3.625412655172414,0.16666666666666666,0.7170731707317073,0.9400995664043681,0.05251324875541995,0.004576842781435683,0.0050586157057973345,0.0050586157057973345,0,1
192,244.0,0.030940585942283706,27997970.0,5500000.0,15406.0,840.0,-0.05,56.547,0,5.09054,0.18518518518518517,0.6199324324324325,0.9129559911722706,0.05452421134622874,0.0049331429313254575,0.006231338439568999,0.006231338439568999,0,1
193,98.0,0.006311125847511249,12844748.0,4100000.0,8295.0,364.0,18.5,81.138,18,3.1328653658536587,0.09090909090909091,0.6047904191616766,0.8911392405063291,0.04388185654008439,0.003978300180831827,0.00590717299578059,0.00590717299578059,0,1
194,72.0,-0.004151915958176802,25186761.0,4700000.0,3467.0,204.0,-0.88,107.462,0,5.3588853191489365,0.0,0.5032679738562091,0.9301990193250649,0.05884049610614364,0.004038073262186328,0.008653014133256417,0.008653014133256417,1,0
195,58.0,-0.0266422234473113,31375050.0,6455918.0,21505.0,979.0,0.87,89.628,0,4.859889794139269,0.0,0.6516443361753959,0.8932806324110671,0.04552429667519182,0.006975122064636131,0.0106951871657754,0.0106951871657754,1,0
196,93.0,0.03156724266362676,27420404.0,5000000.0,14932.0,876.0,0.58,130.688,0,5.4840808,0.0,0.5714285714285714,0.915148673988749,0.05866595231717118,0.0071658183766407715,0.005089740155371015,0.005089740155371015,1,0
197,520.0,-0.0027121917885262474,21493655.0,5700000.0,12532.0,657.0,0.13,202.808,0,3.7708166666666667,0.0,0.621676891615542,0.8616342164060007,0.0524257899776572,0.0033514203638684965,0.003830194701563996,0.003830194701563996,0,0
198,171.0,0.00944825402994243,27703357.0,12500000.0,10628.0,584.0,1.78,13.737,1,2.21626856,0.0,0.6157635467980296,0.9270794128716597,0.054949190816710576,0.005551373729770418,0.008656379375235227,0.008656379375235227,1,0
199,120.0,-0.011181452773144654,42329043.0,15000000.0,12128.0,1108.0,-0.59,911.612,0,2.8219362,0.0,0.7657512116316639,1.5792381266490765,0.09135883905013192,0.008575197889182058,0.018469656992084433,0.018469656992084433,1,0
200,651.0,-0.0027121917885262474,139770277.0,20000000.0,14707.0,746.0,0.47,1684.158,0,6.98851385,0.0,0.6424682395644283,0.916910314816074,0.05072414496498266,0.00625552458013191,0.011015162847623581,0.011015162847623581,1,0
201,132.0,0.019835982850230017,42574474.0,15000000.0,10979.0,599.0,0.23,242.327,0,2.8382982666666665,0.0,0.5981941309255079,0.9244011294289097,0.05455870297841334,0.006375808361417251,0.007286638127334002,0.007286638127334002,1,0
202,79.0,-0.010369428156983829,20641535.0,6500000.0,11277.0,542.0,0.53,63.477,0,3.175620769230769,0.03333333333333333,0.6388888888888888,0.8421566019331382,0.04806242795069611,0.006118648576749135,0.006473352842067926,0.006473352842067926,0,1
204,344.0,0.01734874565383533,32037514.0,800000.0,20386.0,1041.0,-0.19,71.348,0,40.0468925,0.09523809523809523,0.7525773195876289,0.8376336701658,0.05106445599921515,0.004954380457176493,0.005935445894241146,0.005935445894241146,0,1
205,334.0,0.026555255526722457,88487776.0,23700000.0,17328.0,912.0,0.12,853.599,0,3.7336614345991563,0.06896551724137931,0.7561475409836066,0.8329293628808865,0.05263157894736842,0.005482456140350877,0.00652123730378578,0.00652123730378578,0,1
206,82.0,0.006385606555695641,19632992.0,5000000.0,11312.0,583.0,-0.74,45.802,0,3.9265984,0.0,0.6008583690987125,0.9072666195190948,0.05153818953323904,0.004066478076379066,0.007867751060820367,0.007867751060820367,1,0
207,289.0,0.038019996703800685,39290870.0,8969697.0,14271.0,817.0,-0.82,149.523,0,4.3804010324986455,0.0,0.6866840731070496,0.8571228365216172,0.05724896643542849,0.004134258286034615,0.008058300049050521,0.008058300049050521,1,0
208,179.0,-0.012382727363617861,20446380.0,4000000.0,17598.0,793.0,0.55,358.574,0,5.111595,0.0,0.6456086286594761,0.895442663939084,0.04506193885668826,0.00431867257642914,0.00823957267871349,0.00823957267871349,1,0
209,135.0,0.03047147241511062,16836561.0,4000000.0,16561.0,780.0,0.4,41.706,0,4.20914025,0.0,0.7226415094339622,0.9144979167924642,0.04709860515669344,0.009600869512710586,0.005253305959785037,0.005253305959785037,1,0
210,133.0,0.0400947259947003,67614775.0,8000000.0,12465.0,680.0,-0.1,41.471,0,8.451846875,0.0,0.6209850107066381,0.9026073004412355,0.05455274769354192,0.0032892097874047334,0.009546730846369835,0.009546730846369835,1,0
211,125.0,0.04110381750255497,30795117.0,7000000.0,11624.0,628.0,-0.03,77.924,0,4.399302428571429,0.0,0.6485148514851485,0.9096696490020647,0.054026152787336544,0.004559532002752925,0.008516861665519614,0.008516861665519614,1,0
212,243.0,0.04946365377677967,41125981.0,6000000.0,13908.0,759.0,1.08,334.528,1,6.854330166666666,0.0,0.7216748768472906,0.8250647109577222,0.05457290767903365,0.007190106413574921,0.007765314926660914,0.007765314926660914,1,0
213,201.0,0.014589883564370135,22282384.0,5360000.0,17064.0,868.0,0.17,103.988,0,4.157161194029851,0.14285714285714285,0.5674157303370787,0.9097515236755743,0.050867323019221755,0.004453820909517112,0.007735583684950774,0.007735583684950774,0,1
214,92.0,-0.039427182272424366,47917474.0,14000000.0,11236.0,586.0,0.12,35.414,0,3.422676714285714,0.0625,0.6167800453514739,0.88875044499822,0.05215379138483446,0.003381986472054112,0.005873976504093984,0.005873976504093984,0,1
216,174.0,-0.04017284790046339,16309113.0,5000000.0,6939.0,364.0,-97.2,107.462,0,3.2618226,0.0,0.5724907063197026,0.90330018734688,0.05245712638708748,0.0027381467070183023,0.010376134889753566,0.010376134889753566,1,0
218,72.0,0.012479814606479392,48909653.0,11765000.0,14667.0,857.0,-3.87,86.334,0,4.157216574585635,0.0,0.6065857885615251,0.8935024203995364,0.058430490216131455,0.005658962296311448,0.012476989159337287,0.012476989159337287,1,0
219,330.0,0.03158121781594317,13193161.0,6250000.0,17934.0,950.0,0.8,37.907,0,2.11090576,0.0,0.7003424657534246,0.9237203077952493,0.05297200847552136,0.007193041150886584,0.008419761347161816,0.008419761347161816,1,0
220,76.0,0.051102896447133964,30439451.0,10300000.0,13425.0,795.0,-0.14,49.634,0,2.955286504854369,0.0,0.6611909650924025,0.888193668528864,0.05921787709497207,0.0046927374301675975,0.010502793296089385,0.010502793296089385,1,0
221,683.0,0.03588740285130387,27338676.0,5000000.0,13599.0,724.0,0.26,73.954,0,5.4677352,0.22727272727272727,0.5842696629213483,0.8876387969703655,0.05323920876535039,0.0050739024928303554,0.008235899698507243,0.008235899698507243,0,1
222,86.0,-0.03718971511231524,88735895.0,16000000.0,18863.0,896.0,-0.34,1737.01,0,5.5459934375,0.0,0.7165775401069518,0.8696389757726767,0.047500397603774586,0.005725494354026401,0.009542490590044002,0.009542490590044002,1,0
223,140.0,-0.014565682221295203,38535063.0,6500000.0,4936.0,306.0,-1.77,41.419,0,5.92847123076923,0.10526315789473684,0.532258064516129,0.9080226904376013,0.0619935170178282,0.009319286871961102,0.006888168557536467,0.006888168557536467,0,1
224,76.0,0.017113521083632423,13706376.0,7500000.0,10728.0,554.0,0.59,78.706,0,1.8275168,0.0625,0.6365979381443299,0.8939224459358688,0.05164056674123788,0.005219985085756898,0.007736763609246831,0.007736763609246831,0,1
225,241.0,-0.041430293245650736,35111532.0,12500000.0,17295.0,731.0,-0.02,48.672,0,2.80892256,0.0,0.6573556797020484,0.8435385949696445,0.042266551026308184,0.0026019080659150044,0.009193408499566348,0.009193408499566348,1,0
226,107.0,-0.08225588236193797,2138085037.0,421233615.0,16954.0,833.0,0.47,3711.0,0,5.075770216011844,0.05555555555555555,0.6655629139072847,0.9252093901144273,0.049132947976878616,0.0065471275215288425,0.006193228736581338,0.006193228736581338,0,1
227,111.0,0.02059574803800171,44392433.0,23610000.0,14365.0,805.0,1.73,994.3,1,1.8802385853451926,0.2222222222222222,0.5760869565217391,0.9053254437869822,0.05603898364079359,0.006891750783153498,0.013087365123564218,0.013087365123564218,0,1
228,869.0,0.04943393010665701,26724598.0,5000000.0,20955.0,1148.0,-3.14,345.997,0,5.3449196,0.0,0.6884779516358464,0.8874254354569315,0.05478406108327368,0.005869720830350752,0.01092817943211644,0.01092817943211644,1,0
229,92.0,-0.05263816056638923,77809084.0,12300000.0,14611.0,649.0,-0.41,36.216,0,6.325941788617886,0.11764705882352941,0.7747524752475248,0.8492231880090343,0.04441858873451509,0.004174936691533776,0.0075285743617822184,0.0075285743617822184,0,1
230,135.0,-0.04436262175280906,23113892.0,5770000.0,14385.0,747.0,-0.04,44.926,0,4.005873830155979,0.15384615384615385,0.6532567049808429,0.9066388599235314,0.05192909280500521,0.004657629475147723,0.010358011817865833,0.010358011817865833,0,1
231,92.0,0.023492497110513433,53964948.0,9615384.0,12691.0,530.0,0.13,197.189,0,5.612354951190717,0.0625,0.6191446028513238,0.9043416594437003,0.041761878496572376,0.005358127807107399,0.006067291781577496,0.006067291781577496,0,1
232,244.0,0.0552387875374565,78719146.0,12675000.0,18639.0,1013.0,1.13,354.073,1,6.210583510848126,0.0,0.6138613861386139,0.8785879070765599,0.05434840924942325,0.004023821020441011,0.008262245828638876,0.008262245828638876,1,0
