,S1prime_norm,S2prime_norm,S3prime_norm,C1_norm,C3_norm,C4,C5_norm,C6_norm,C7_norm,C5prime_norm,T1prime,T2prime_norm,T3prime_norm,T4prime_norm,T5prime_norm,Y1,Y2
0,,,,0.0691290229630652,,0.6545660898758693,0.36885030055774476,0.3565078386253843,,0.05931287741532263,,,,,,0,1
1,,,,1.1929603822610668,,0.6197765094144966,0.06326774011447059,1.7968809882833856,,2.295652778120417,,,,,,1,0
2,,,,0.38501430288818805,,0.4034795598120954,0.7641094548586755,0.6809987387796096,,0.21077066233916847,,,,,,1,0
3,,,,0.8727523285069907,,0.38269809910737834,0.9348906000402774,0.8346096615412065,,0.2517843616210125,,,,,,1,0
4,,,,0.5608472402555715,,1.266863022960582,0.01564345603123966,0.021321212522520602,,0.01234504154440251,,,,,,0,1
5,,,,0.3200973568992914,,1.9475402803040947,0.4106136227628345,0.12601594242920305,,0.8331980591466892,,,,,,0,0
6,,,,0.14079980291205113,,0.09541750251303724,0.6003561148828546,0.5438374272572598,,0.15659686901407666,,,,,,1,0
7,,,,0.3685185049722316,,1.0013634713189234,0.5780041387498898,0.02055886928828771,,0.8612436003985453,,,,,,1,0
8,,,,0.22772638067242382,,1.0992939663510555,0.6758055694587984,0.40516488312469756,,0.4931324102360718,,,,,,1,0
9,,,,0.14073937770096973,,0.9674065168020859,0.12713509658104366,0.40516488312469756,,0.4024962412154104,,,,,,1,0
10,,,,0.2427300699966275,,0.24645000458443755,0.6883322309896522,0.2041889437084,,0.7619466895218652,,,,,,1,0
11,,,,0.11728979700172304,,0.37392570543847775,0.8428440430920748,1.105478159121258,,0.24076245695059076,,,,,,0,1
12,,,,0.27457771921748597,,0.4084358177303417,0.9853689778846201,1.1256783577367508,,0.060990312236258816,,,,,,0,1
13,,,,2.1386648284646035,,0.4803644990396593,0.6080708702180476,0.6936440499216036,,0.059440343770121445,,,,,,1,0
14,,,,1.035031887402233,,2.785524832276826,1.2808967783319816,0.279513774868187,,1.7246944947905922,,,,,,1,0
15,,,,0.10539447891072261,,0.21107959719002664,0.2808576733572386,0.49677712824223685,,1.1776142471435427,,,,,,0,0
16,,,,0.6179059506417213,,0.4084358177303417,0.34861673375279945,0.279513774868187,,0.9551156800940354,,,,,,1,0
17,,,,0.3522029926095117,,0.887547936313413,0.8841760795196648,0.029525771489266665,,1.4003829052084387,,,,,,1,0
18,,,,0.8583978475086396,,0.5999746782028343,0.6004317897715287,0.6809987387796096,,0.03099926027235735,,,,,,0,1
19,,,,0.5991435151485341,,1.1408144792017019,0.028162108807508027,0.29672733934969775,,0.4618207364833653,,,,,,1,0
20,,,,0.5986430443862129,,1.404459173483132,0.4873819899064093,0.3057424967560403,,0.3290135800986772,,,,,,0,1
21,,,,0.8034643590294799,,0.14227157395278292,1.2414808071302583,1.0088527340904578,,0.4566281402820259,,,,,,0,0
22,,,,0.3685185049722316,,0.8574190192905838,0.5840484221992334,0.6809987387796096,,0.05539585073720322,,,,,,1,0
23,,,,0.2128719842651685,,0.27117959454436386,0.4717900799824086,0.2041889437084,,0.43913011001138264,,,,,,0,0
24,,,,0.6374206667184854,,0.33761701939523997,0.373606913569218,0.5438374272572598,,0.18429402820115884,,,,,,1,0
25,,,,2.1386648284646035,,1.3335689204886791,0.20044707015752034,0.4200817419564996,,0.27803358307817094,,,,,,1,0
26,,,,1.59561514300634,,0.5551270113384839,1.0281367126724734,1.6434549129249365,,0.8824827318632491,,,,,,0,1
27,,,,0.04527323502005151,,0.8518514534480309,0.3522118167045516,0.09273067277196112,,0.42200964930563645,,,,,,1,0
28,,,,0.6571938633641179,,0.6977415678578692,0.16624909272686006,0.5185923111795536,,1.0342303437705036,,,,,,1,0
29,,,,1.5227785258081217,,1.3335689204886791,0.1999153078277158,0.1388722211740458,,0.10887476537705443,,,,,,1,0
30,,,,0.48801062305735327,,1.2539599797738938,0.7322377900356039,0.1076245153346857,,1.0288693714678208,,,,,,0,1
31,,,,0.5058893340150186,,0.4034795598120954,1.3324606909705305,2.1330868165514634,,0.8309793492737745,,,,,,1,0
32,,,,1.885936416413497,,2.337305736936596,1.376694997414322,1.570468514002154,,0.14475087992785882,,,,,,0,1
33,,,,2.0756927104120795,,0.2751514278156656,0.40605599920075536,0.6563364906909797,,0.2892076178799395,,,,,,0,0
34,,,,0.3200973568992914,,0.5906733188706811,0.7480238593017449,0.7748429520695719,,0.06006203000079261,,,,,,0,1
35,,,,0.1980042927545721,,1.47759111322895,0.7553809777653696,0.4603729441281559,,0.5437675132297469,,,,,,0,1
36,,,,0.43562438760223493,,0.26890895956602406,0.6585788250734632,0.8851416743164617,,0.2736424022357842,,,,,,0,1
37,,,,0.47392066249519754,,0.8886320470218363,0.2889115805221032,0.2998476839858924,,0.026266720751582102,,,,,,0,1
38,,,,0.5986430443862129,,1.4932154526620702,0.24068849986631213,0.3624952131266279,,0.13565266015351296,,,,,,0,1
39,,,,2.630383045757109,,0.0784738789071055,2.1762263959624506,2.633216976673004,,0.5393960736209229,,,,,,0,1
40,,,,0.03196060044357762,,0.8194549675305121,0.5605555084766053,0.07875019036331858,,0.751387843745059,,,,,,1,0
41,,,,1.6721885694692546,,0.6600456564624835,0.5403579618471308,0.06179657779395633,,0.9244140966562256,,,,,,0,1
