,C5,C3_impute,I3_bin,S3prime,Y1
0,-0.08534987093761999,0.02125019610197577,1,-0.20726037955859059,0
1,-0.20002008162153176,-0.010657235238809971,1,-0.22585889905257772,1
2,-0.3140328912443299,-0.008256280009206292,1,-0.04087650605770756,1
3,-0.3329696887644776,-0.006171239941392571,1,0.6318164616189916,1
4,-0.1822639566077353,2.0697229690602657e-05,1,-0.0905663376752961,0
5,-0.07168691336607,-4.248580266738896e-05,2,-0.513512456772347,0
6,-0.29315860588362835,-0.012236811047759762,1,-1.0362215138234907,1
7,-0.2900793805811055,-0.005097128391306714,1,-0.22863980387717633,1
8,0.028633742143129217,-0.003643918647072908,2,1.5017354502295672,1
9,-0.15494519125115852,0.008992687824525404,1,1.6059168242895039,1
10,-0.30472932161454697,-2.5157381021684593,1,0.20185909744605016,1
11,-0.32309649734923773,0.001284357876850434,1,0.8557544517651204,0
12,-0.3380748544389712,-0.014258668083215489,1,0.5429699090989937,0
13,0.0005942422716080367,0.0007157105856285097,1,-0.8031821792003093,1
14,0.3798002105374197,0.0006525275532705183,2,-1.044423984466129,1
15,-0.2430341361101129,0.0015370900062824,2,0.4694451136692284,0
16,-0.25484400935548956,0.0004629784561965436,1,0.0800676285144163,1
17,0.12712872716281096,0.007034013821427665,1,-1.0048632005740081,1
18,-0.29316893229944235,0.0035589470417381297,1,-1.3095569177528195,0
19,-0.1793306571206042,-0.009456757624008131,1,0.5857063389695198,1
20,-0.04515301250620987,0.0038116791711700964,1,-1.8856215462306058,0
21,-0.36097789646686546,-0.005855324779602613,2,1.1399524340955574,0
22,-0.29091780209941764,-0.18769609190590233,1,1.329715560029477,1
23,-0.27462111540657286,-0.009204025494576164,1,-0.24792322167289366,0
24,-0.25902777236861474,-0.12173300612415913,1,1.2914710497844768,1
25,-0.22808568674809054,0.001979371232788341,1,2.10359673325768,1
26,0.20768522019997745,-0.003012088323492992,1,-0.13692997786480954,0
27,-0.090648450664784,0.0027375676210842394,1,-0.5491635317586585,1
28,-0.22140276990589486,-0.006297606006108554,1,0.656646310647811,1
29,-0.13557492132871035,0.000968442715060476,1,-0.5441851750734366,1
30,0.05340616887257266,-0.003517552582356925,2,-1.6715675349215418,0
31,-0.3680419234816785,0.000399795423838552,1,0.5688748226362637,1
32,0.4572228497307369,-0.05753904524843971,1,1.0484826534791387,0
33,-0.2643274899928381,-0.0005479500615313214,1,0.5639639160838589,0
34,-0.3121069625414044,0.0005261614885545351,2,-0.6492420998891443,0
35,0.06395585905457295,-0.0004215839968153383,1,0.15132348543126345,0
36,0.021331695510917514,-0.0044652980677267985,1,-1.2086442455708442,0
37,-0.24447448620789322,0.00842404053330348,2,1.627094678014699,0
38,-0.23569767757433005,-0.00016885186738337205,2,-0.8194791943866419,0
39,1.5130859895101356,0.002800750653442231,2,-1.5149365014009495,0
40,-0.28763478891603295,0.0064021834978477505,1,0.12698263276271446,1
41,-0.2847594937315044,0.0001470632944065857,1,0.8652466769731548,0
42,-0.06689126517420695,-0.0004215839968153383,2,-0.04556367869589246,1
43,-0.18037410872406806,-0.0004847670291733298,2,-0.12092623524461654,1
44,-0.3255192508732455,-0.00939357459165014,1,0.44170757792549986,1
45,0.23875095730095572,-0.0014325125145432033,1,-1.2946863307858967,0
46,-0.16133933826710659,-0.0067398872326144945,1,1.2091943214427696,1
47,-0.144158562453966,-0.05804450950730364,1,2.159684501672594,1
48,-0.17412151610230853,-0.0022538919351970934,2,0.011006761235598536,0
49,-0.3609155586729617,-0.005413043553096672,1,4.48086552179007,1
50,-0.2785545979614844,-0.3737069391678295,1,1.6593943455744358,1
51,-0.30160312012842216,0.0034957640093801383,1,-1.0416825356313832,0
52,-0.19266514174100927,-0.00983585581815608,1,0.393094678921756,1
53,1.763032579244041,0.001789822135714366,1,0.9583089944664328,0
54,-0.25794644775802406,-0.10385220796684753,1,0.29525393999478683,1
55,-0.14050752491414692,0.24283309058145217,1,0.057011931060442576,0
56,-0.39407171697927634,-0.010720418271167962,1,-0.06957523184227522,1
57,0.28321263494602184,0.0009052596827024844,2,-0.16545124853617776,0
58,1.0434245539410467,-0.013942752921425532,1,-0.05031367199919239,1
59,0.0011383467155080432,-0.0005479500615313214,2,0.5116266622459746,0
60,-0.3249879382887882,-0.004591664132442782,2,1.030688341034413,1
61,0.6700269527674829,-0.0033911865176409414,2,-1.2115389509855683,1
62,-0.26074687879852,-0.9999771559002417,1,0.8005410086229727,1
63,0.3514702339940618,0.0013475409092084255,1,0.9372191021926423,0
64,-0.15340268644487112,0.002484835491652274,1,-0.514444589779395,0
