,C2,C3`,C3_norm,T2prime_norm,T5prime_norm,Y2
60,1,0,0.1335962015303577,0.8274443369933827,0.8274443369933827,0
61,1,0,0.09804057013702654,0.45053538430772583,0.45053538430772583,0
62,1,0,2.0809387044625165,0.17098889130691994,0.17098889130691994,0
63,1,1,0.6424311970437736,1.2649556649844684,1.2649556649844684,1
64,1,1,0.7028221148623612,0.023711987674907346,0.023711987674907346,1
65,1,0,1.78296916870135,0.1923335709195457,0.1923335709195457,0
66,1,0,2.0756673396196934,0.29972155327404376,0.29972155327404376,1
67,1,1,0.5904351165320519,0.15492469428428587,0.15492469428428587,1
68,1,1,0.5998408011507358,0.225803658951869,0.225803658951869,0
69,1,1,0.7028221148623612,1.820502376158503,1.820502376158503,1
70,1,0,2.0793169076038978,0.6853445968091322,0.6853445968091322,0
71,0,0,0.2344409557218683,2.2483240344336473,2.2483240344336473,1
72,0,1,0.7444966629535748,0.09881260216496908,0.09881260216496908,0
73,1,1,0.8517347072205705,0.00638332254927738,0.00638332254927738,0
74,1,1,0.5998408011507358,1.0393957270046044,1.0393957270046044,0
75,1,1,0.5757353726307153,0.9759884726346073,0.9759884726346073,1
76,1,0,0.30893522384267624,0.17599769933149786,0.17599769933149786,0
77,0,0,0.18664811643957427,1.2442577518591584,1.2442577518591584,0
78,1,0,1.481718223564101,1.799187122416852,1.799187122416852,0
79,1,0,0.4843224415216156,0.26018689864358285,0.26018689864358285,0
80,1,1,0.6970205182793054,1.169985258881484,1.169985258881484,1
81,0,1,0.788763154821554,0.5920978287439775,0.5920978287439775,1
82,1,1,0.780779552821819,0.1987736891615075,0.1987736891615075,0
83,1,0,0.2909858354146032,0.5312147363630428,0.5312147363630428,1
84,0,0,0.21469015068354455,0.9886107553099363,0.9886107553099363,0
85,1,0,0.282416839209824,1.3694083769712293,1.3694083769712293,0
86,1,1,0.8187559801846634,1.8069599766595608,1.8069599766595608,1
87,1,1,0.8421514115308703,1.0471502327004503,1.0471502327004503,0
88,1,0,0.3103796171816989,0.35743798138184224,0.35743798138184224,0
89,1,1,0.7138178640621382,0.06901021817106497,0.06901021817106497,0
90,0,0,0.3518638544298626,1.2443305064372903,1.2443305064372903,1
91,1,1,0.6575393311380757,0.9684030574839384,0.9684030574839384,0
92,1,0,2.0809387044625165,2.582279299731797,2.582279299731797,0
93,0,1,0.5603027097217933,1.3082835033349953,1.3082835033349953,1
94,1,0,0.2246220060311903,1.5430226984869473,1.5430226984869473,1
95,0,1,0.6575393311380757,0.2749223690073681,0.2749223690073681,1
96,0,1,0.5212955181435112,0.7237168332727572,0.7237168332727572,1
97,1,1,0.6344791478528572,0.5858925166800714,0.5858925166800714,0
98,1,1,0.7991444061433356,1.3564037819775858,1.3564037819775858,1
99,0,0,0.38423498863260663,0.7527957758276838,0.7527957758276838,0
100,1,0,0.3000164459746517,0.3093207472983435,0.3093207472983435,0
101,1,0,2.080938704446915,1.5703620386161654,1.5703620386161654,1
102,1,1,0.6463063246068262,0.9454414983937339,0.9454414983937339,0
103,1,0,0.08191545852604747,0.6933151733905264,0.6933151733905264,1
104,1,1,0.7288866682002174,3.2466388489543347,3.2466388489543347,0
105,1,0,0.7165081345357647,0.3527765975595055,0.3527765975595055,0
106,1,0,0.10919947434397267,1.1943073400813966,1.1943073400813966,0
107,1,0,0.10919947434397267,0.5366914837598467,0.5366914837598467,0
108,1,0,0.42958973561159636,1.2598684284768042,1.2598684284768042,0
109,1,0,0.13118826660938557,2.5115661257023714,2.5115661257023714,0
110,1,0,0.5114699695159399,1.4298076135108158,1.4298076135108158,1
111,0,0,0.5032312303512517,0.6455138406144095,0.6455138406144095,0
112,1,0,1.554416677421849,0.9722426413271363,0.9722426413271363,0
113,0,0,0.7891828861023195,0.16396741937644965,0.16396741937644965,0
114,1,1,0.5603027097217933,1.03194065432662,1.03194065432662,1
115,1,0,2.080938704094785,0.19769029643370456,0.19769029643370456,0
116,1,1,0.6287493275176234,0.03618017127589663,0.03618017127589663,0
117,1,1,0.8368643518833873,0.18561909259904924,0.18561909259904924,1
118,1,0,2.0809387044625165,1.492858796764784,1.492858796764784,1
119,1,1,0.7733940809641983,0.018626940704192952,0.018626940704192952,0
120,1,1,0.6344791478528572,1.3446395241747375,1.3446395241747375,1
121,1,1,0.8457061730503477,5.017436702559635,5.017436702559635,0
122,1,1,0.6611559551176626,1.9203250156142944,1.9203250156142944,0
123,1,1,0.5603027097217933,0.9379037837403197,0.9379037837403197,0
124,1,0,2.020402688071252,0.24194711811798325,0.24194711811798325,1
125,1,0,0.13118826660938557,0.008621326219311302,0.008621326219311302,1
126,1,1,0.6262517402760344,0.0792888180371271,0.0792888180371271,0
127,1,0,1.5798419584815673,0.38406367911191025,0.38406367911191025,0
128,0,0,0.4148914855821729,0.3263174086614353,0.3263174086614353,0
129,1,0,2.0809387044625165,1.7976983171637262,1.7976983171637262,0
130,1,1,0.5807154197632419,1.0514936137355073,1.0514936137355073,1
131,1,0,1.6575678396633005,0.9925352604168917,0.9925352604168917,1
132,1,0,0.2246220060311903,0.43171056696877996,0.43171056696877996,1
133,0,1,0.5757353726307153,0.39670005503892597,0.39670005503892597,1
134,1,0,0.8323959003525995,0.6672473541590903,0.6672473541590903,1
135,1,0,0.8036254236163489,2.167577978745732,2.167577978745732,0
136,1,1,0.8051307088372436,0.5556513785667696,0.5556513785667696,1
137,1,1,0.6424311970437736,0.19185896962400978,0.19185896962400978,1
138,1,1,0.8144522380653451,0.058779142133256614,0.058779142133256614,1
139,0,0,2.0809352076853838,0.45609144000536717,0.45609144000536717,0
140,1,0,0.12024889781718921,0.28352082250135374,0.28352082250135374,0
141,1,1,0.6940409555216318,0.525778940321886,0.525778940321886,1
142,1,1,0.6783221044493287,0.5023732480951968,0.5023732480951968,0
143,1,1,0.6344791478528572,0.17073143847669098,0.17073143847669098,1
144,1,1,0.6262517402760344,0.29174200907402964,0.29174200907402964,0
145,0,0,2.074754628391777,0.18807517418618097,0.18807517418618097,0
146,1,0,0.3601194573237342,0.05665720771363651,0.05665720771363651,1
147,1,1,0.6044283304979801,0.7170392890184366,0.7170392890184366,1
148,1,1,0.7848855163142882,0.17832328481960671,0.17832328481960671,0
149,1,0,0.28184311562594044,0.31107637068602856,0.31107637068602856,1
150,0,1,0.758208958981467,0.562834409362135,0.562834409362135,0
151,1,1,0.742388124645471,0.9687980661702035,0.9687980661702035,1
152,1,1,0.6463063246068262,0.06848628027596683,0.06848628027596683,0
153,1,1,0.8482843691271301,1.0163965166077877,1.0163965166077877,0
154,1,1,0.638489118521472,0.13752545962346077,0.13752545962346077,0
155,1,1,0.719024662179679,0.5780197893995811,0.5780197893995811,1
156,1,0,2.0809387044625165,1.3616782054966179,1.3616782054966179,1
157,1,0,2.080938600959769,0.8057993353850701,0.8057993353850701,0
158,1,0,0.3682661465968793,0.051376496759727684,0.051376496759727684,1
159,0,0,0.39205831344903286,0.05529211538359043,0.05529211538359043,0
160,1,1,0.6220323968998335,0.12460821524223281,0.12460821524223281,0
161,0,0,0.7310953040775257,0.38254301231464033,0.38254301231464033,0
162,1,0,0.45086590839167995,0.2227228684897942,0.2227228684897942,1
163,1,1,0.8523871637737347,1.2692844333502638,1.2692844333502638,0
164,1,0,0.32643857337014465,0.015032363375871502,0.015032363375871502,0
165,1,0,2.0809387044625067,0.324443800666794,0.324443800666794,0
166,1,0,0.5032312303512517,1.1628899025736414,1.1628899025736414,0
167,1,1,0.5655299935829474,0.9098837123829877,0.9098837123829877,1
168,1,0,0.5032312303512517,1.3516952413022882,1.3516952413022882,1
169,1,1,0.6044283304979801,0.3876846612196655,0.3876846612196655,1
170,1,1,0.7056457809010843,1.0407358922425667,1.0407358922425667,1
171,1,0,0.33857482058106864,0.39471572920333453,0.39471572920333453,0
172,1,0,0.4367838597037296,0.5771592693126368,0.5771592693126368,0
173,1,0,0.5032312303512517,0.12801686743297414,0.12801686743297414,1
174,0,1,0.8051307088372436,0.5000171974394633,0.5000171974394633,0
175,1,1,0.8529606003990209,0.5993725030705941,0.5993725030705941,1
176,1,1,0.6177413491173277,0.4819370251669951,0.4819370251669951,1
177,1,1,0.8529606004108121,0.8093575117506374,0.8093575117506374,0
178,1,0,0.42958973561159636,1.0823063100580166,1.0823063100580166,0
179,1,1,0.7335536754284843,1.0913756820055107,1.0913756820055107,1
180,1,0,2.056990542630282,1.1897725938502486,1.1897725938502486,0
181,0,0,2.0809387025285013,0.7823176018912648,0.7823176018912648,0
182,1,0,0.40054090527259245,0.850990024600322,0.850990024600322,1
183,0,1,0.7991444061433356,0.16322384303220497,0.16322384303220497,1
184,1,0,2.0809387044625165,2.763185084399169,2.763185084399169,0
185,1,1,0.8078732997353522,0.19523436488965604,0.19523436488965604,0
186,1,1,0.740240231654526,0.15210332500644702,0.15210332500644702,0
187,1,0,1.9249986223310098,0.06804374484572792,0.06804374484572792,1
188,1,0,0.4712354379190833,0.34830447782864604,0.34830447782864604,1
189,1,1,0.8529606004108121,1.200767233703371,1.200767233703371,1
190,1,0,0.43879521794938514,0.9329018896496457,0.9329018896496457,0
191,1,1,0.7848855163142882,0.9503113938369492,0.9503113938369492,0
192,1,1,0.7335536754284843,0.9096862494485458,0.9096862494485458,0
193,1,1,0.5757353726307153,0.05573420280228552,0.05573420280228552,0
194,1,1,0.8417119714708194,0.4068672271222073,0.4068672271222073,0
195,1,0,0.04411918880176201,4.781405513004112,4.781405513004112,0
196,1,1,0.7056457809010843,0.18584317155433538,0.18584317155433538,0
197,1,1,0.6220323968998335,0.3530659623931461,0.3530659623931461,0
198,1,1,0.7215579895661697,0.5719961052333471,0.5719961052333471,1
199,1,0,0.3682661465968793,0.13720983562001346,0.13720983562001346,1
200,1,1,0.5706738894677997,0.08468203433311584,0.08468203433311584,1
201,1,0,0.24095030882337132,0.069778307561401,0.069778307561401,0
202,1,0,0.3527533844355152,0.719923500198934,0.719923500198934,0
203,0,1,0.7264882551041622,1.020352905317859,1.020352905317859,0
204,1,1,0.6847772405886847,0.7144519207590141,0.7144519207590141,0
205,1,0,0.4367838597037296,0.3522439575594315,0.3522439575594315,0
206,1,0,0.4843224415216156,0.2793800922158212,0.2793800922158212,0
207,1,1,0.8078732997353522,0.3550264486341974,0.3550264486341974,0
208,1,1,0.5951767217696758,0.16536199311201177,0.16536199311201177,1
209,1,1,0.5706738894677997,0.017385509503384765,0.017385509503384765,1
210,1,0,2.0809387044625165,0.06014588130107457,0.06014588130107457,0
211,1,0,2.0715371219634204,0.8783132256298495,0.8783132256298495,0
212,0,1,0.774927699443925,0.132445457687084,0.132445457687084,0
213,1,0,0.40738589892823596,0.9829789896790279,0.9829789896790279,0
214,1,1,0.6344791478528572,0.16982715965984818,0.16982715965984818,1
215,1,0,0.2344409557218683,0.6548903058792892,0.6548903058792892,0
216,1,0,1.563001984502444,1.3464977843664325,1.3464977843664325,1
217,1,1,0.7358236908798163,0.05524664897015178,0.05524664897015178,1
218,1,0,0.4907207153844391,1.4516998600547135,1.4516998600547135,0
219,1,1,0.7056457809010843,0.41543438831799984,0.41543438831799984,1
220,1,1,0.840533953602778,0.5560153594194704,0.5560153594194704,1
221,0,0,2.0408802435278215,0.38413911970149917,0.38413911970149917,0
222,1,0,0.16334112526437228,1.1184131384451952,1.1184131384451952,1
223,1,0,0.47782763986724414,0.014369914564853597,0.014369914564853597,1
224,1,1,0.5757353726307153,1.5310788367847246,1.5310788367847246,1
225,1,1,0.8121041739956546,0.3240119980885359,0.3240119980885359,0
226,1,1,0.5495940877538653,0.29156041788668713,0.29156041788668713,1
227,1,1,0.7924245840195472,0.7005827618987392,0.7005827618987392,0
228,0,1,0.638489118521472,0.7163584147892912,0.7163584147892912,0
229,1,0,1.77757219180557,0.424048321780022,0.424048321780022,0
230,1,0,0.2344409557218683,0.6868214065168846,0.6868214065168846,1
231,1,1,0.6262517402760344,1.1282881120678625,1.1282881120678625,1
232,1,1,0.7900070730238695,0.6027925524149981,0.6027925524149981,0
233,1,0,2.0804500398720456,0.9973962495230445,0.9973962495230445,0
234,1,0,0.443875657452831,0.7872758408491323,0.7872758408491323,1
235,1,1,0.7335536754284843,0.4206983791344964,0.4206983791344964,0
236,1,0,0.5032312303512517,1.5882158103982336,1.5882158103982336,0
237,1,1,0.5357219801608901,0.37630564702979064,0.37630564702979064,1
238,0,1,0.6463063246068262,1.5193982985568764,1.5193982985568764,1
239,1,1,0.6044283304979801,0.6239671100084389,0.6239671100084389,0
240,0,0,0.5032312303512517,2.611728171077783,2.611728171077783,0
241,1,0,2.0809387044625165,0.2486929913039225,0.2486929913039225,1
242,1,1,0.5328815125411135,1.1368334268016003,1.1368334268016003,1
243,1,1,0.5328815125411135,0.35479437327020524,0.35479437327020524,0
244,1,1,0.848894433556226,1.579390401626808,1.579390401626808,1
245,1,0,0.6579843438032664,0.9408300875982358,0.9408300875982358,0
246,1,1,0.8515505761293473,0.3072851732659485,0.3072851732659485,0
247,1,1,0.6044283304979801,0.1272073983498723,0.1272073983498723,0
248,1,0,0.1420170617271278,0.5387230298327115,0.5387230298327115,1
249,1,1,0.5757353726307153,0.8679357385802692,0.8679357385802692,0
250,1,1,0.7525503679472166,0.24110194325275766,0.24110194325275766,0
251,1,0,0.47782763986724414,0.6550043117113139,0.6550043117113139,0
252,1,0,2.0809387044625165,0.9735661187246346,0.9735661187246346,1
253,0,0,1.5005661526117948,0.05979118189860804,0.05979118189860804,0
254,1,0,1.1587558092380956,0.36106242212623535,0.36106242212623535,0
255,1,1,0.7505927211734981,0.7997323100419595,0.7997323100419595,0
256,1,1,0.6501154370254268,1.9908631684589824,1.9908631684589824,0
257,1,1,0.7702384646345074,0.28505282574399143,0.28505282574399143,0
258,1,0,0.019403099118670514,0.7051406603992431,0.7051406603992431,1
259,1,1,0.6220323968998335,0.09484054829827038,0.09484054829827038,0
260,0,0,0.5032312303512517,0.46160040170715994,0.46160040170715994,0
261,0,1,0.5998408011507358,1.5427006078396266,1.5427006078396266,0
262,0,0,2.0809387027125474,1.4858545000987173,1.4858545000987173,0
263,1,0,2.0809387040479,2.123370397494111,2.123370397494111,1
264,1,1,0.5495940877538653,0.7780588505072402,0.7780588505072402,0
265,1,1,0.8159431214642252,1.0333326963319955,1.0333326963319955,0
266,1,0,0.32643857337014465,0.5168768789440102,0.5168768789440102,1
267,1,1,0.8515784833279205,0.8713002888627868,0.8713002888627868,1
268,1,1,0.7544718795601331,1.3553270176997965,1.3553270176997965,0
269,1,0,0.5032312303512517,0.7911314468633037,0.7911314468633037,1
270,1,0,1.5457205869758948,0.38654206164735333,0.38654206164735333,0
271,1,0,0.5032312303512517,0.5560924261952408,0.5560924261952408,1
272,1,1,0.7563578736005754,1.8241494162258294,1.8241494162258294,0
273,1,1,0.7969900244686449,0.8621668133121524,0.8621668133121524,0
274,1,1,0.719024662179679,0.41520396427708417,0.41520396427708417,1
275,1,1,0.5904351165320519,0.44666385771459965,0.44666385771459965,1
276,1,0,2.080938684385049,0.8564194489386063,0.8564194489386063,0
277,1,1,0.6344791478528572,0.5300421677048712,0.5300421677048712,0
278,0,0,1.6353640029799403,0.2291697482010445,0.2291697482010445,0
279,1,1,0.638489118521472,1.4343393739385326,1.4343393739385326,1
280,1,1,0.852960600228202,0.30899189778041136,0.30899189778041136,0
281,1,1,0.6910077809808272,0.15755820347832677,0.15755820347832677,1
282,1,1,0.8344607596076515,0.10396030397146716,0.10396030397146716,0
283,1,0,1.208575004933034,0.8672994132591639,0.8672994132591639,1
284,1,0,0.40738589892823596,0.11442364455157379,0.11442364455157379,0
285,1,0,2.0809343472111768,0.43481389040720797,0.43481389040720797,0
286,1,1,0.6177413491173277,0.020476158882458746,0.020476158882458746,0
287,1,1,0.7764325504705755,1.269918029519797,1.269918029519797,1
288,1,0,2.070342778860033,1.3266016933640512,1.3266016933640512,0
289,0,1,0.6716354537013074,3.1881033715893983,3.1881033715893983,0
290,1,0,2.064842455935092,0.5002546819513011,0.5002546819513011,1
291,1,0,0.06391355120173839,0.4706817892554906,0.4706817892554906,0
292,1,0,0.09470103244219004,0.9031919338364591,0.9031919338364591,1
293,1,0,0.47782763986724414,0.8375602665846978,0.8375602665846978,0
294,1,0,2.0809387044625165,0.1319635305636243,0.1319635305636243,0
295,0,1,0.5212955181435112,0.5245415252732388,0.5245415252732388,0
296,1,1,0.8483768200436738,0.49778652339803137,0.49778652339803137,0
297,1,0,2.0809387044625165,0.8310291125643282,0.8310291125643282,0
298,1,0,0.4243526804353554,0.6687101317473783,0.6687101317473783,1
299,1,1,0.6044283304979801,0.9507098237691769,0.9507098237691769,0
300,1,1,0.5655299935829474,1.3797227187724352,1.3797227187724352,1
301,1,0,0.5032312303512517,0.743330001912287,0.743330001912287,0
302,1,1,0.849280895182807,1.0027773356910892,1.0027773356910892,1
303,1,0,0.46454497635278336,0.23169308099307429,0.23169308099307429,0
304,0,1,0.8520523380378074,0.40237192706934993,0.40237192706934993,0
305,1,1,0.5706738894677997,0.7588614139116403,0.7588614139116403,1
306,1,1,0.6501154370254268,0.4948001810570237,0.4948001810570237,1
307,1,1,0.7111428651102571,0.4546844802513048,0.4546844802513048,0
308,1,1,0.6847772405886847,0.03725436011121735,0.03725436011121735,1
309,1,0,0.1944880178862864,0.66664233410153,0.66664233410153,1
310,1,0,0.25470570533747844,0.9648859958088849,0.9648859958088849,0
311,1,0,0.25374011951239667,1.067340603606985,1.067340603606985,1
312,1,1,0.5212955181435112,0.83088441810555,0.83088441810555,1
313,1,0,0.30893522384267624,0.6955852027457373,0.6955852027457373,0
314,0,1,0.8522316582189113,0.9566063454541657,0.9566063454541657,1
315,1,1,0.7444966629535748,0.8811300476601388,0.8811300476601388,0
316,1,0,2.0238594453716434,1.2379791112791119,1.2379791112791119,0
317,1,0,1.442668254735249,0.3268195308823046,0.3268195308823046,0
318,1,1,0.7544718795601331,0.6532758477451647,0.6532758477451647,0
319,1,1,0.8032118326643741,1.0117702955644614,1.0117702955644614,1
320,0,0,0.443875657452831,0.4900344313257948,0.4900344313257948,0
321,1,0,0.12024889781718921,1.287930807878071,1.287930807878071,0
322,0,0,0.18664811643957427,0.5128615718881588,0.5128615718881588,1
323,1,0,2.0809387044625165,0.3098590170603655,0.3098590170603655,0
324,0,0,0.467781121951714,1.2187738708655722,1.2187738708655722,0
325,0,0,0.26322043576945087,0.6680481236815894,0.6680481236815894,0
326,0,1,0.5328815125411135,0.3203017788326883,0.3203017788326883,1
327,1,1,0.6133776336762611,2.648797521803274,2.648797521803274,1
328,1,1,0.7958813413199387,0.7240884122994966,0.7240884122994966,0
329,1,1,0.742388124645471,0.10079546892898128,0.10079546892898128,1
330,0,0,1.9127553446403893,2.4101300171114284,2.4101300171114284,0
331,0,1,0.7702384646345074,0.2915889593496635,0.2915889593496635,1
332,0,1,0.6647102480276941,0.9185003079106815,0.9185003079106815,1
333,0,1,0.6970205182793054,1.5220476806032202,1.5220476806032202,0
334,1,1,0.7380523135225238,0.6155468571978809,0.6155468571978809,0
335,1,0,0.4712354379190833,1.1142228994488947,1.1142228994488947,1
336,1,0,0.5032312303512517,0.5239197929250792,0.5239197929250792,0
337,1,1,0.5904351165320519,0.7897133294500757,0.7897133294500757,1
338,1,0,0.06391355120173839,1.6324358776053238,1.6324358776053238,0
339,1,0,0.31774248292419033,1.0255320395826162,1.0255320395826162,1
340,1,1,0.7702384646345074,0.791524338458633,0.791524338458633,0
341,1,1,0.6847772405886847,0.029840586556489416,0.029840586556489416,0
342,1,1,0.6177413491173277,0.598496427151194,0.598496427151194,0
343,1,1,0.7821743490448485,1.008077806816424,1.008077806816424,1
344,1,1,0.5093452744928939,1.7007298660230024,1.7007298660230024,1
345,0,0,0.3601194573237342,0.21842744411159928,0.21842744411159928,0
346,1,1,0.8529606004108121,1.1769184765218719,1.1769184765218719,1
347,1,1,0.6372932989557264,1.9265397359516983,1.9265397359516983,0
348,1,0,0.40994743395398336,1.880449400815603,1.880449400815603,0
349,1,0,0.7891828861023195,0.21865116815174687,0.21865116815174687,0
350,1,1,0.5706738894677997,0.27868226572980187,0.27868226572980187,0
351,1,0,1.094381902521347,0.743165319403409,0.743165319403409,0
352,1,1,0.8525605036029883,0.6947742068477271,0.6947742068477271,0
353,0,0,0.5407026312450895,0.28225433470931693,0.28225433470931693,0
354,1,0,1.9568647722519221,2.2759849490219275,2.2759849490219275,1
355,1,0,2.0809387044625165,0.8303200939460189,0.8303200939460189,0
356,1,0,0.2246220060311903,1.1231895231491504,1.1231895231491504,0
357,1,1,0.6133776336762611,0.6525885197040708,0.6525885197040708,1
358,1,1,0.7264882551041622,0.889961004359426,0.889961004359426,0
359,1,1,0.5681123041094267,1.2295263918359924,1.2295263918359924,1
360,1,1,0.7335536754284843,0.8766342811012705,0.8766342811012705,0
361,1,1,0.5951767217696758,1.363059823699574,1.363059823699574,0
362,0,0,1.9615317794801885,1.0698936370183671,1.0698936370183671,0
363,1,1,0.515366395248328,0.4244337438370022,0.4244337438370022,0
364,0,0,0.36698253530873853,0.1778676026535173,0.1778676026535173,0
365,0,1,0.6815781765104912,0.7953933355210626,0.7953933355210626,0
366,1,1,0.6424311970437736,0.4000140296160887,0.4000140296160887,0
367,1,0,0.15273481839242248,1.3044428935620864,1.3044428935620864,0
368,0,0,0.7747058118284025,0.09201543202461891,0.09201543202461891,0
369,1,1,0.8452587619145879,0.37325209137177257,0.37325209137177257,1
370,1,1,0.6044283304979801,0.5412320683963239,0.5412320683963239,1
371,1,1,0.6304003387775298,2.1947353744164753,2.1947353744164753,1
372,1,0,0.5032312303512517,0.15266183271546055,0.15266183271546055,1
373,1,0,2.0657749837096824,1.646707370108175,1.646707370108175,0
374,1,0,1.9568647722519221,1.512401902373704,1.512401902373704,0
375,1,1,0.8022242203713009,1.1422570972856854,1.1422570972856854,1
376,1,0,2.08091437143406,1.2818671900049954,1.2818671900049954,0
377,1,1,0.515366395248328,1.178174957763246,1.178174957763246,0
378,1,1,0.850287667944856,0.3209618858237458,0.3209618858237458,0
379,1,0,0.3601194573237342,0.7224076875026734,0.7224076875026734,1
380,1,1,0.6647102480276941,0.5401672659778758,0.5401672659778758,0
381,1,0,0.40994743395398336,0.880596420913878,0.880596420913878,1
382,0,1,0.5441108116662811,1.1052555382406712,1.1052555382406712,1
383,1,0,0.3682661465968793,0.045357964465951216,0.045357964465951216,0
384,1,0,0.4907207153844391,0.182133895467244,0.182133895467244,1
385,1,1,0.5807154197632419,1.3533034117221172,1.3533034117221172,1
386,1,1,0.5807154197632419,1.503067608578622,1.503067608578622,1
387,1,0,2.0809387044625165,1.6599424773940454,1.6599424773940454,0
388,1,0,0.056623053901878787,0.3147176442119719,0.3147176442119719,1
389,0,1,0.7544718795601331,0.016292682569852165,0.016292682569852165,0
390,1,0,0.2909858354146032,0.09750459585874281,0.09750459585874281,1
391,1,0,2.0805802789931636,0.01618317075066347,0.01618317075066347,0
392,1,0,0.2909858354146032,1.0439197117465653,1.0439197117465653,0
393,1,0,1.933623884952789,0.9273623209245119,0.9273623209245119,0
394,0,1,0.5904351165320519,0.8516723313713326,0.8516723313713326,1
395,1,0,1.793508097634652,0.4393960742441758,0.4393960742441758,1
396,1,1,0.8529602567696158,0.7063440707121332,0.7063440707121332,1
397,1,0,1.0278666174118554,1.5188290371339808,1.5188290371339808,0
398,1,0,0.5032312303512517,0.34292264709614295,0.34292264709614295,1
399,1,1,0.8492066553184306,1.0348251062607472,1.0348251062607472,0
400,1,1,0.5495940877538653,1.3485714150449204,1.3485714150449204,1
401,1,1,0.5807154197632419,1.2906030187060007,1.2906030187060007,1
