,C2,C3`,C5,C3_impute,S3prime,Y1,C2,C3`,C4,C5,S3prime,Y2
190,1,1,0.31971909408183335,0.0034325809770221465,-1.3213616434673736,1,1,1,-0.7398566347804633,0.31971909408183335,-1.3213616434673736,0
191,1,0,0.5231871879401282,-0.015838243892165278,-0.8021126756036623,0,1,0,0.11116365696529742,0.5231871879401282,-0.8021126756036623,1
192,1,0,-0.20828146081709167,-0.0007374991586052961,0.10342500188856056,0,1,0,0.7106243134568901,-0.20828146081709167,0.10342500188856056,1
193,1,1,-0.35197151710156965,0.11646702586546905,-0.1502213735833244,0,1,1,-0.029168090705047865,-0.35197151710156965,-0.1502213735833244,1
194,1,0,-0.23493868127076356,-0.0059816908443185955,1.221474456370624,1,1,0,-0.34344533521191084,-0.23493868127076356,1.221474456370624,0
195,1,1,-0.17625838247261913,0.005075339818329927,-0.8115274959910627,1,1,1,-1.0189842460814778,-0.17625838247261913,-0.8115274959910627,0
196,1,1,-0.2137582162588057,0.0032430318799481716,-0.7523157616142657,1,1,1,0.7294471329861341,-0.2137582162588057,-0.7523157616142657,0
197,1,1,-0.26995846841600196,0.000399795423838552,-0.20603808997542294,0,1,1,-0.30020049749734407,-0.26995846841600196,-0.20603808997542294,0
198,1,1,-0.21107512137008422,0.01082499576290716,-0.013985840359858859,1,1,1,0.06506148604225256,-0.21107512137008422,-0.013985840359858859,0
199,1,0,-0.07238741227830815,-0.00414938290593684,3.279352176821022,1,1,0,-0.5545907651352282,-0.07238741227830815,3.279352176821022,0
200,1,1,0.8515967013239994,0.002548018524010265,0.06183821498241125,1,1,1,-0.30020049749734407,0.8515967013239994,0.06183821498241125,0
201,1,1,-0.07006011883510803,0.0010316257474184676,-0.6543906873809751,1,1,1,0.37707656262827477,-0.07006011883510803,-0.6543906873809751,0
202,1,1,-0.2780386754347554,0.0029271167181582143,-0.6194371816126949,0,1,1,-0.5302000703852529,-0.2780386754347554,-0.6194371816126949,1
204,1,0,-0.16997658382633518,-0.0016220616116171779,-0.530799958506443,0,1,0,0.3023676904824185,-0.16997658382633518,-0.530799958506443,1
205,1,1,0.3653116422719512,0.0003366123914805604,0.10938708003228853,0,1,1,0.5789026224945654,0.3653116422719512,0.10938708003228853,1
206,1,0,-0.2876021597178548,-0.005097128391306714,0.052680634976568594,1,1,0,-0.026930921804089694,-0.2876021597178548,0.052680634976568594,0
207,1,0,-0.10119681330021499,-0.0056025926501706465,1.2941758890615753,1,1,0,0.923267801668154,-0.10119681330021499,1.2941758890615753,0
208,0,1,-0.2798892279399716,0.0030534827828741975,0.3648313211837895,1,0,1,-0.5906733188706811,-0.2798892279399716,0.3648313211837895,0
209,1,1,-0.3141192481486624,0.002105737297504324,-0.16460036579846823,1,1,1,0.6965336016525366,-0.3141192481486624,-0.16460036579846823,0
210,1,0,0.167383921783466,-0.0010534143203952539,0.20885578631058055,1,1,0,0.9855862188885782,0.167383921783466,0.20885578631058055,0
211,1,0,-0.1817575829338297,-0.000611133093889313,-0.2082647323240402,1,1,0,1.0158961903513164,-0.1817575829338297,-0.2082647323240402,0
212,1,1,-0.08379541821220898,0.0064021834978477505,-0.45950982309793287,1,1,1,1.2669996799085854,-0.08379541821220898,-0.45950982309793287,0
213,1,1,-0.2624793650013486,0.0006525275532705183,-0.32008619110912884,0,1,1,0.21950005107566278,-0.2624793650013486,-0.32008619110912884,1
214,1,1,-0.019395252265611083,0.0003366123914805604,-0.013339123943171563,0,1,1,-1.4030046586259357,-0.019395252265611083,-0.013339123943171563,1
216,1,0,-0.3191207608835207,-0.6145606585164933,0.7117888872555551,1,1,0,-1.4254021356938555,-0.3191207608835207,0.7117888872555551,0
218,1,0,-0.00998693921151097,-0.024873417519358072,-0.35777532657406425,1,1,0,0.15612014013572345,-0.00998693921151097,-0.35777532657406425,0
219,0,1,-0.34866769936694897,0.004633058591823986,-0.5594397221859627,1,0,1,0.7298669031106476,-0.34866769936694897,-0.5594397221859627,0
220,1,0,-0.1851301770632152,-0.0013061464498272202,0.42773208508745164,1,1,0,1.3162374330481124,-0.1851301770632152,0.42773208508745164,0
221,1,1,-0.21453320001605666,0.0012211748444924423,0.8093513324770435,0,1,1,0.8592113129278895,-0.21453320001605666,0.8093513324770435,1
222,1,0,0.3676644246092817,-0.0025698070969870515,-0.8054733335407077,1,1,0,-1.3357981017935414,0.3676644246092817,-0.8054733335407077,0
223,1,0,-0.1083637346566237,-0.011604980724179845,1.3613719271578226,0,1,0,-0.6562424956258334,-0.1083637346566237,1.3613719271578226,1
224,1,1,-0.34380115070581024,0.0033062149123061634,0.04661763456140374,0,1,1,0.295302275745808,-0.34380115070581024,0.04661763456140374,1
225,1,0,-0.14082728347031198,-0.0005479500615313214,-0.8163551941142687,1,1,0,-1.4631718842567087,-0.14082728347031198,-0.8163551941142687,0
226,1,1,19.800567444213073,0.002548018524010265,0.28382189632060306,0,1,1,-2.6894456477679105,19.800567444213073,0.28382189632060306,1
227,1,1,-0.05282136716679134,0.010509080601117202,-0.08479075610503255,0,1,1,0.3998975466326893,-0.05282136716679134,-0.08479075610503255,1
228,0,0,-0.22035617960304216,-0.020261056157224688,-0.994728460135267,1,0,0,1.2661068732739313,-0.22035617960304216,-0.994728460135267,0
229,1,0,0.26405120706387436,-0.003012088323492992,-0.1514436532886192,0,1,0,-1.7998213714493654,0.26405120706387436,-0.1514436532886192,1
230,1,0,-0.25459461076749695,-0.0006743161262473046,0.20254211380691553,0,1,0,-1.5512499155150423,-0.25459461076749695,0.20254211380691553,1
231,1,1,0.03794977174571251,0.000399795423838552,0.1331286139845361,0,1,1,0.4869068822966146,0.03794977174571251,0.1331286139845361,1
232,1,1,0.27268084767775597,0.006718098659637707,-0.5782228508584571,1,1,1,1.440466742228587,0.27268084767775597,-0.5782228508584571,0
233,1,1,-0.14739546235901882,8.388026204859419e-05,0.14347898392145023,0,1,1,-0.5520962464887454,-0.14739546235901882,0.14347898392145023,1
234,1,1,-0.15379763154923562,0.005454438012477877,-0.8955684759268513,1,1,1,-0.2611663041682406,-0.15379763154923562,-0.8955684759268513,0
235,0,1,-0.3697808956977457,0.001284357876850434,-1.095193594687317,1,0,1,-0.33475308567388756,-0.3697808956977457,-1.095193594687317,0
236,1,0,-0.2629341255611352,-0.013563654727277582,2.0813474280280095,0,1,0,-0.042693288873178414,-0.2629341255611352,2.0813474280280095,0
237,1,0,-0.26431956264332435,-0.0025698070969870515,0.0374815769365427,0,1,0,0.11116365696529742,-0.26431956264332435,0.0374815769365427,1
238,1,1,-0.06103900370289305,0.0010948087797764592,-0.5080539754820287,0,1,1,0.37507604021892177,-0.06103900370289305,-0.5080539754820287,1
239,1,1,-0.14259197215992145,0.0053280719477618935,-0.9315520125715612,1,1,1,-0.4115019165269743,-0.14259197215992145,-0.9315520125715612,0
240,1,0,1.8006817051244202,-0.03422450630834082,-0.24706737814554747,1,1,0,-0.7925126966214587,1.8006817051244202,-0.24706737814554747,0
241,1,0,0.18419161908073342,-0.0009902312880372623,0.12501213413290005,0,1,0,1.0609342342122536,0.18419161908073342,0.12501213413290005,1
242,1,1,-0.2899738406288468,0.0032430318799481716,0.6559657892893682,1,1,1,-0.9417720151379164,-0.2899738406288468,0.6559657892893682,0
243,1,0,-0.1986224121459542,-0.0004215839968153383,-1.6285881406433056,0,1,0,-0.026930921804089694,-0.1986224121459542,-1.6285881406433056,0
244,1,1,0.13684270781449068,-7.407731884638472e-05,0.17475816642298125,0,1,1,1.8083152898512047,0.13684270781449068,0.17475816642298125,1
245,0,1,-0.28535690865263696,0.0014107239415664169,-0.3046330100759868,0,0,1,-0.1888630855405666,-0.28535690865263696,-0.3046330100759868,1
246,1,1,1.4835000685699475,0.0007788936179865014,0.19522022941731001,1,1,1,-1.8191654501807466,1.4835000685699475,0.19522022941731001,0
247,0,0,-0.3410168683210822,-0.0004215839968153383,-0.8532620385686537,1,0,0,-0.7952872380435015,-0.3410168683210822,-0.8532620385686537,0
248,1,0,-0.2401199153636776,-0.1549040981121047,-0.34263247509255157,0,1,0,0.6781881179523929,-0.2401199153636776,-0.34263247509255157,1
249,1,1,0.17947466595300293,-0.00010566883502538048,0.28906211895333583,0,1,1,0.6087411054977534,0.17947466595300293,0.28906211895333583,1
250,1,1,-0.13356334690711447,-0.00010566883502538048,-0.6435062143352451,1,1,1,1.1408144792017019,-0.13356334690711447,-0.6435062143352451,0
251,1,1,-0.372911781526765,0.01404733041316473,-0.5308688827611396,0,1,1,1.0203934003040964,-0.372911781526765,-0.5308688827611396,1
252,1,0,-0.24270794843556226,-0.006929436329688469,-0.6476493653359671,1,1,0,-0.9604637747951625,-0.24270794843556226,-0.6476493653359671,0
253,1,1,0.0003522494969770125,0.01739603112813828,-0.7017166057396091,1,1,1,0.9653650295131746,0.0003522494969770125,-0.7017166057396091,0
254,1,1,0.1223269058794007,0.0007788936179865014,-1.2617151089633092,1,1,1,0.923267801668154,0.1223269058794007,-1.2617151089633092,0
255,1,0,-0.20410997760973246,-0.003138454388208975,0.36569657567153707,0,1,0,0.3116804181804585,-0.20410997760973246,0.36569657567153707,1
256,1,1,-0.29641997057545816,0.000399795423838552,0.9094723573391781,1,1,1,0.4759654723985367,-0.29641997057545816,0.9094723573391781,0
257,1,1,0.3833346515585529,0.0038116791711700964,0.31993420493357083,1,1,1,-0.24977452195133568,0.3833346515585529,0.31993420493357083,0
258,1,0,-0.11709749285143985,-0.0006743161262473046,-0.07620373846836803,1,1,0,-1.326096734439483,-0.11709749285143985,-0.07620373846836803,0
259,1,0,-0.34705554577815123,-4.62440862408407,0.14456276157386003,0,1,0,-0.4741055949934456,-0.34705554577815123,0.14456276157386003,1
260,0,0,-0.362603609995621,-0.011162699497673904,-0.5969499972737256,1,0,0,-0.09271191724387445,-0.362603609995621,-0.5969499972737256,0
261,1,0,-0.2290375755681752,-0.009204025494576164,0.8520351748260342,1,1,0,1.2908401013284616,-0.2290375755681752,0.8520351748260342,0
262,1,1,0.1480777439128882,0.0037484961388121046,-0.5911933180217805,1,1,1,-1.8443287928194494,0.1480777439128882,-0.5911933180217805,0
263,1,1,-0.32705225423908696,0.0014739069739244084,-0.7117047410962206,1,1,1,-1.336776343358559,-0.32705225423908696,-0.7117047410962206,0
264,1,1,2.098062093245199,0.004443509494750012,0.18421123105490633,1,1,1,-1.0131734081047996,2.098062093245199,0.18421123105490633,0
265,1,0,5.5741829031047345,-0.004023016841220857,-0.3372083292144621,0,1,0,0.04747190413126074,5.5741829031047345,-0.3372083292144621,1
266,1,1,0.19356237204939808,0.0010316257474184676,-0.7060675364312867,0,1,1,-0.40953634095224367,0.19356237204939808,-0.7060675364312867,0
267,0,0,-0.3003517083548786,-0.0004215839968153383,0.1666787112423287,1,0,0,1.3444106406988312,-0.3003517083548786,0.1666787112423287,0
269,0,1,-0.38808378024858076,0.0007157105856285097,-0.6804613510574296,1,0,1,1.4932154526620702,-0.38808378024858076,-0.6804613510574296,0
270,0,0,-0.3197922813506463,-0.07384026759680153,2.5356065796276313,1,0,0,0.1762168958055727,-0.3197922813506463,2.5356065796276313,0
271,1,0,-0.2405713475745655,-0.07838944592657693,3.9294687179372705,0,1,0,-0.9227395615102291,-0.2405713475745655,3.9294687179372705,1
272,1,1,-0.2645879735946843,8.388026204859419e-05,-0.8084838688955946,1,1,1,-0.641163504309298,-0.2645879735946843,-0.8084838688955946,0
273,1,1,-0.2097169748523696,0.007034013821427665,-0.21342801268191006,1,1,1,1.2579630159912134,-0.2097169748523696,-0.21342801268191006,0
274,1,0,-0.3256619905768709,-0.001937976773407136,0.06155908581880222,0,1,0,-0.15843265829357467,-0.3256619905768709,0.06155908581880222,1
275,1,1,4.411648210370922,0.017459214160496273,-0.05486293288457147,0,1,1,-1.0374075325304644,4.411648210370922,-0.05486293288457147,1
276,1,1,-0.37469587136123716,0.003874862203528088,-0.7753572926469934,0,1,1,-1.2012622787156757,-0.37469587136123716,-0.7753572926469934,0
277,1,0,-0.12832953248758097,-0.0004215839968153383,-0.8262300805136358,0,1,0,-0.33475308567388756,-0.12832953248758097,-0.8262300805136358,1
278,1,0,-0.3833678417457282,-0.011478614659463862,-0.278952646091415,1,1,0,-0.47724323488896203,-0.3833678417457282,-0.278952646091415,0
279,1,0,-0.1869944412279971,-0.0004215839968153383,-0.25783157046515676,0,1,0,-0.0027289441736576795,-0.1869944412279971,-0.25783157046515676,1
280,1,1,-0.16804134333247361,0.003938045235886079,-0.9357955615941338,1,1,1,0.887547936313413,-0.16804134333247361,-0.9357955615941338,0
281,1,1,-0.36736015245854287,0.0057071701419098425,-0.46673165023277413,1,1,1,-1.7164520617826449,-0.36736015245854287,-0.46673165023277413,0
282,1,1,-0.2093623207863831,0.002863933685800223,0.1710114827439505,0,1,1,1.5670832795418368,-0.2093623207863831,0.1710114827439505,1
283,1,1,-0.21747088040686646,0.0005893445209125267,-0.0328399915803351,0,1,1,-0.5999746782028343,-0.21747088040686646,-0.0328399915803351,1
284,1,0,-0.27886936873553914,-0.06613193764912657,0.9712390826078015,0,1,0,0.5887759267414465,-0.27886936873553914,0.9712390826078015,0
285,1,1,-0.18399330411117512,0.0012211748444924423,-1.1262982627627494,1,1,1,-2.056977612752655,-0.18399330411117512,-1.1262982627627494,0
287,0,0,-0.3235497501954207,-0.012173628015401769,0.4854588685262359,1,0,0,-1.4188356330121945,-0.3235497501954207,0.4854588685262359,0
288,1,1,-0.16647806242237678,0.001284357876850434,-2.086216587822577,0,1,1,-0.5457142977142388,-0.16647806242237678,-2.086216587822577,1
289,1,1,-0.17346939678004558,0.06750017578802558,-1.6193349280171603,1,1,1,-0.8971413411794916,-0.17346939678004558,-1.6193349280171603,0
290,1,1,0.06947521925868577,0.002232103362220307,-0.8485805174462304,0,1,1,-0.6664472903404984,0.06947521925868577,-0.8485805174462304,1
291,1,1,2.56648736486134,0.009245419953957371,-0.021637514106352392,1,1,1,0.5887759267414465,2.56648736486134,-0.021637514106352392,0
292,1,0,1.616683304944138,-0.009456757624008131,-0.36405226666988744,0,1,0,0.05533966167797454,1.616683304944138,-0.36405226666988744,1
293,1,0,-0.3193403086386552,-0.0013061464498272202,-1.1813761313770081,0,1,0,0.5214395286243758,-0.3193403086386552,-1.1813761313770081,0
294,1,0,-0.1727029282857891,-0.04913570194482683,0.7416957192022056,1,1,0,0.8886320470218363,-0.1727029282857891,0.7416957192022056,0
295,1,1,-0.35101014580599,0.000968442715060476,1.5314595090842116,1,1,1,1.3400345907713336,-0.35101014580599,1.5314595090842116,0
296,1,1,-0.3245791582526765,0.004696241624181978,1.206331896750982,0,1,1,-1.4173024190842365,-0.3245791582526765,1.206331896750982,1
297,1,0,-0.15637468391449713,-0.024494319325210123,-0.01152615318709411,1,1,0,-0.8194549675305121,-0.15637468391449713,-0.01152615318709411,0
298,0,1,-0.4243488629706684,0.0018530051680723577,0.11626379886541509,0,0,1,0.3541933410456084,-0.4243488629706684,0.11626379886541509,0
299,1,0,-0.24812961069465064,-0.023167475645692298,2.2750383132167955,0,1,0,-0.9053180855372503,-0.24812961069465064,2.2750383132167955,1
300,1,0,-0.006428061851027259,-0.0035807356147149164,-0.6999850181533176,1,1,0,1.2905593717494883,-0.006428061851027259,-0.6999850181533176,0
301,1,0,-0.2326325053004907,-0.004402115035368807,0.06684272992684742,0,1,0,0.9653650295131746,-0.2326325053004907,0.06684272992684742,1
302,1,0,-0.07424479216588072,-0.0006743161262473046,0.3647496355829253,1,1,0,-1.7498545564439243,-0.07424479216588072,0.3647496355829253,0
303,1,0,-0.26578638781268654,-0.23988527663360334,-0.324794489602972,1,1,0,0.44485171302622073,-0.26578638781268654,-0.324794489602972,0
304,0,1,-0.4183679243068881,-0.00023203489974136363,-0.4666240364311907,1,0,1,0.9541601761642194,-0.4183679243068881,-0.4666240364311907,0
305,1,1,-0.07770846547239517,0.013668232219016781,0.5055760549090333,1,1,1,-2.2401026296950555,-0.07770846547239517,0.5055760549090333,0
306,1,0,-0.3078698321561937,-0.3428104363447716,1.066767100346127,1,1,0,0.3454508828750418,-0.3078698321561937,1.066767100346127,0
307,1,0,-0.16806081085466473,-0.005918507811960605,-1.0324610589408523,0,1,0,1.8908848263055134,-0.16806081085466473,-1.0324610589408523,1
308,1,1,0.27840391042045126,0.0007788936179865014,-0.6296212754691892,1,1,1,0.2453647791840029,0.27840391042045126,-0.6296212754691892,0
309,1,1,-0.05640682390608739,0.00027342935912256887,-0.9534014505540415,0,1,1,0.37379976687242333,-0.05640682390608739,-0.9534014505540415,1
310,1,0,-0.31354245761173133,-0.0004215839968153383,1.6357315425328984,1,1,0,-0.34661194128642847,-0.31354245761173133,1.6357315425328984,0
311,1,1,0.08294627049116905,0.014363245574954686,-1.458408608240607,0,1,1,0.5746381537033481,0.08294627049116905,-1.458408608240607,1
312,1,0,-0.3333189093720055,-0.0008006821909632877,-0.7061509074672769,0,1,0,-3.008541028065506,-0.3333189093720055,-0.7061509074672769,0
313,0,1,-0.43875059072555417,0.0187860578400141,-0.529903696998684,1,0,1,-0.2701012118886199,-0.43875059072555417,-0.529903696998684,0
314,1,1,-0.06716044420608198,0.0003366123914805604,-0.4094703053170191,0,1,1,-0.641163504309298,-0.06716044420608198,-0.4094703053170191,1
315,1,1,-0.24572890392616867,0.0014739069739244084,1.0758294443133427,0,1,1,1.2908401013284616,-0.24572890392616867,1.0758294443133427,1
316,1,1,-0.281557356581616,0.002674384588726248,-0.3795941321175562,1,1,1,-0.40953634095224367,-0.281557356581616,-0.3795941321175562,0
317,1,1,0.23592656404488405,0.002105737297504324,-0.01509254403458778,0,1,1,0.2981779525381188,0.23592656404488405,-0.01509254403458778,1
318,1,0,-0.3344665733811588,-0.002822539226419018,-1.1158690958264745,0,1,0,1.7936299390839252,-0.3344665733811588,-1.1158690958264745,1
319,1,0,0.42623761884671074,-0.005160311423664706,2.607514160660752,1,1,0,-1.5145345795842529,0.42623761884671074,2.607514160660752,0
320,1,0,0.09985363808836387,-0.002443441032271068,-0.6454956716791671,0,1,0,-0.4084358177303417,0.09985363808836387,-0.6454956716791671,1
321,1,1,-0.1587849964306555,-0.00023203489974136363,-0.9210740664424006,0,1,1,1.0953862234342306,-0.1587849964306555,-0.9210740664424006,1
322,1,0,-0.18981664403222945,-0.002064342838123119,0.41994891426845127,1,1,0,0.7944105688456763,-0.18981664403222945,0.41994891426845127,0
323,0,1,-0.35621595847538695,0.019481071195952004,-0.44733451422832854,0,0,1,2.5715664611000117,-0.35621595847538695,-0.44733451422832854,1
324,1,1,-0.18110255249158982,0.0035589470417381297,0.12205710724788085,0,1,1,1.2060516706912185,-0.18110255249158982,0.12205710724788085,0
325,1,0,-0.013709218589723593,-0.019123761574780837,-1.0911172926067694,1,1,0,-0.8660830024812549,-0.013709218589723593,-1.0911172926067694,0
326,1,0,0.7765275746186259,-0.010783601303525953,0.5591464744296221,1,1,0,0.18703112450684622,0.7765275746186259,0.5591464744296221,0
327,1,1,-0.16691985095568632,0.003874862203528088,-0.19475749964041872,1,1,1,-2.7079539516084696,-0.16691985095568632,-0.19475749964041872,0
328,1,1,0.1408210424784933,0.006086268336057792,0.29203305329755036,0,1,1,-1.0253698571338712,0.1408210424784933,0.29203305329755036,1
329,0,0,-0.248213416813075,-0.0009902312880372623,0.41039954700986564,1,0,0,1.5381879640005407,-0.248213416813075,0.41039954700986564,0
331,1,0,-0.1026925410548858,-0.0032648204529249583,0.5760463598260633,1,1,0,-0.7518561557849384,-0.1026925410548858,0.5760463598260633,0
332,0,0,-0.32542491920702177,-0.0048443962618747475,-0.19928336590144832,0,0,0,1.0013634713189234,-0.32542491920702177,-0.19928336590144832,1
333,1,0,-0.25780703640329733,-0.3302370129055313,-1.247928531814305,1,1,0,-0.6842608906963802,-0.25780703640329733,-1.247928531814305,0
334,0,0,-0.25749943438071676,-0.006108056909034579,1.2597157984664227,1,0,0,-0.25400143977983336,-0.25749943438071676,1.2597157984664227,0
335,0,0,-0.3154662148277685,-0.0023802579999130766,0.10745476885597828,1,0,0,-0.19117188708138896,-0.3154662148277685,0.10745476885597828,0
336,0,1,-0.4235473093170806,-0.00010566883502538048,0.6600821584797019,0,0,1,-0.734559468368311,-0.4235473093170806,0.6600821584797019,1
337,1,1,1.3354171701701565,0.0009052596827024844,-1.287207552496081,0,1,1,0.8297354322361716,1.3354171701701565,-1.287207552496081,1
338,1,1,-0.19205557976876764,0.005643987109551851,0.3860930951508118,1,1,1,0.2807791688724917,-0.19205557976876764,0.3860930951508118,0
339,1,1,-0.21380868199338982,0.0034957640093801383,0.936594297765061,0,1,1,0.9869822571495107,-0.21380868199338982,0.936594297765061,1
340,0,0,-0.3207205493242731,-0.01558551176273331,1.190900902254937,1,0,0,0.42442089870251454,-0.3207205493242731,1.190900902254937,0
341,0,1,-0.31643952455999624,0.004443509494750012,-0.6230351190736338,0,0,1,0.20376247139864143,-0.31643952455999624,-0.6230351190736338,1
342,0,1,-0.3527277255573406,0.001726639103356375,0.9082358958012681,0,0,1,0.692274631887606,-0.3527277255573406,0.9082358958012681,1
343,0,1,-0.39226964837126577,0.0023584694269362903,0.661153484369816,1,0,1,-0.10328054941311386,-0.39226964837126577,0.661153484369816,0
344,1,1,-0.23945021553184703,0.003369397944664155,-0.642297316280737,0,1,1,-0.25639539303342807,-0.23945021553184703,-0.642297316280737,0
345,1,0,0.27945551695284077,-0.0007374991586052961,-0.027415697893785913,0,1,0,-0.1572565400686461,0.27945551695284077,-0.027415697893785913,1
346,1,0,-0.32895455261307904,-0.0004215839968153383,0.5086000432391387,1,1,0,0.6453374877592122,-0.32895455261307904,0.5086000432391387,0
347,1,1,0.4223093895832234,0.0005893445209125267,-0.19037286074347384,0,1,1,-0.7376753796745039,0.4223093895832234,-0.19037286074347384,1
348,1,0,0.3446454119060843,-0.0035807356147149164,-0.8727383429385677,1,1,0,-0.18618391890076055,0.3446454119060843,-0.8727383429385677,0
349,1,0,-0.2710048975167712,-0.0020011598057651275,-0.8971883402008324,0,1,0,-0.4355165423364609,-0.2710048975167712,-0.8971883402008324,1
350,1,1,0.7115379116179337,0.004443509494750012,1.0502373490563535,1,1,1,0.8297354322361716,0.7115379116179337,1.0502373490563535,0
351,1,1,0.33242124930633343,0.002105737297504324,-0.19241167010918947,1,1,1,-0.7925126966214587,0.33242124930633343,-0.19241167010918947,0
352,1,1,-0.21461969915752155,0.000968442715060476,0.5252898150209642,0,1,1,-0.5624158080474801,-0.21461969915752155,0.5252898150209642,0
353,1,1,-0.15886665002714248,0.0049489737536139436,-1.1688814143067945,0,1,1,-0.029168090705047865,-0.15886665002714248,-1.1688814143067945,1
354,1,1,0.166454193508613,-0.0003584009644573467,-1.230923363657338,0,1,1,-1.4129146802267325,0.166454193508613,-1.230923363657338,1
355,0,0,-0.38146601749551085,-0.0016852446439751694,-0.5199069847054716,1,0,0,-0.8934840770703417,-0.38146601749551085,-0.5199069847054716,0
356,1,1,2.850682569938382,0.34455777267781856,-0.04482445227191638,0,1,1,1.089783730999675,2.850682569938382,-0.04482445227191638,1
358,1,1,0.23758335164583652,0.0012654029671430366,-0.3968275827078358,1,1,1,-2.034614314574755,0.23758335164583652,-0.3968275827078358,0
359,1,0,0.40237368912948707,-0.005855324779602613,1.7173593531107874,1,1,0,1.2086658503731715,0.40237368912948707,1.7173593531107874,0
360,1,0,-0.2989309490514709,-0.007498083620910394,-0.7070297817293896,1,1,0,-0.24295408929702178,-0.2989309490514709,-0.7070297817293896,0
361,1,1,1.0783741138727696,0.0003366123914805604,-0.684792933597199,1,1,1,0.6019692922418707,1.0783741138727696,-0.684792933597199,0
362,1,0,-0.291021379179249,-0.008888110332786208,0.4646778240628341,1,1,0,1.031635545941111,-0.291021379179249,0.4646778240628341,0
363,1,1,0.027062372681435215,0.021376562166691752,-0.9198357908524563,0,1,1,-1.7164520617826449,0.027062372681435215,-0.9198357908524563,0
364,0,0,-0.3248497027610228,-0.006423972070824536,-0.14591784618444903,1,0,0,-0.0027289441736576795,-0.3248497027610228,-0.14591784618444903,0
365,1,0,-0.2898643180368801,-0.016596440280461176,0.49992902192388033,0,1,0,0.16721224579613644,-0.2898643180368801,0.49992902192388033,1
366,1,0,-0.30436032056313667,-0.15104993313826723,0.2639968761637687,1,1,0,0.9869822571495107,-0.30436032056313667,0.2639968761637687,0
367,1,0,0.29667960871404225,-0.002632990129345043,0.7501403372014414,1,1,0,1.0158961903513164,0.29667960871404225,0.7501403372014414,0
368,1,1,-0.06733674239048403,0.0009052596827024844,-0.07412496656618298,0,1,1,1.2297138314110279,-0.06733674239048403,-0.07412496656618298,1
369,1,1,-0.3040201177898045,0.0030534827828741975,0.6539990637375944,1,1,1,0.9521319860152465,-0.3040201177898045,0.6539990637375944,0
370,1,1,-0.261803150708853,0.00030502087530156466,-0.10450675600577289,0,1,1,-1.117535080976733,-0.261803150708853,-0.10450675600577289,1
371,1,1,-0.33208694615570206,0.0032430318799481716,-1.1662305527308054,1,1,1,-0.641163504309298,-0.33208694615570206,-1.1662305527308054,0
372,1,1,0.009336582106747099,0.0006525275532705183,-1.1767916207089597,1,1,1,0.06506148604225256,0.009336582106747099,-1.1767916207089597,0
373,0,0,-0.37408070524597803,-0.01672280634517716,1.1119301122240741,1,0,0,-0.6197765094144966,-0.37408070524597803,1.1119301122240741,0
374,1,1,-0.25931857144461823,-0.0002952179320993552,-0.6935754687839202,1,1,1,0.7944105688456763,-0.25931857144461823,-0.6935754687839202,0
375,0,0,-0.3439467541170351,-0.005665775682528637,-0.06736402179173971,1,0,0,0.15612014013572345,-0.3439467541170351,-0.06736402179173971,0
376,0,1,-0.25322967479732794,0.0020425542651463327,-0.7090962686675022,1,0,1,0.688345240363848,-0.25322967479732794,-0.7090962686675022,0
377,1,1,-0.22287681123910874,0.0013475409092084255,1.0291470803674638,1,1,1,-0.18167575348960377,-0.22287681123910874,1.0291470803674638,0
378,1,0,-0.15610859616963343,-0.0030752713558509837,-0.6727833096024024,0,1,0,-0.5631643232676768,-0.15610859616963343,-0.6727833096024024,0
379,0,0,-0.24012691343059286,-0.0074349005885524025,-0.4461272041503401,1,0,0,-0.49591095852293887,-0.24012691343059286,-0.4461272041503401,0
380,1,1,0.7367179520390028,0.012025473377709,-0.6757487749063993,0,1,1,0.12294084442636091,0.7367179520390028,-0.6757487749063993,1
381,1,1,-0.05553122160135956,0.0007788936179865014,-0.7861098835866381,0,1,1,-0.16994595116591776,-0.05553122160135956,-0.7861098835866381,1
382,1,1,-0.1997284860175867,0.0011579918121344508,6.275939214566974,0,1,1,0.26890895956602406,-0.1997284860175867,6.275939214566974,1
383,1,0,0.23637142490025395,-0.0004215839968153383,-0.8728123017527344,0,1,0,1.2086658503731715,0.23637142490025395,-0.8728123017527344,1
384,1,0,-0.16662029007232548,-0.023357024742766273,0.7957465311787856,0,1,0,-1.5993261265311718,-0.16662029007232548,0.7957465311787856,0
385,1,0,-0.24085174437495105,-0.016596440280461176,0.21018831782158673,1,1,0,-0.3750686127077514,-0.24085174437495105,0.21018831782158673,0
386,1,1,-0.23292778010492782,0.006023085303699801,0.2592250558129538,0,1,1,-0.28135698276809157,-0.23292778010492782,0.2592250558129538,1
387,1,0,-0.09692732870861552,-0.04370196116203955,-0.6762761819121581,1,1,0,0.139754944767463,-0.09692732870861552,-0.6762761819121581,0
388,1,1,-0.23523560602593682,-0.0002952179320993552,0.46390193180758726,1,1,1,0.688345240363848,-0.23523560602593682,0.46390193180758726,0
389,1,1,0.14860461869881386,0.015374174092682553,0.08558441760086682,1,1,1,-0.887382440850643,0.14860461869881386,0.08558441760086682,0
390,1,0,-0.22074097845862709,-0.0016852446439751694,-0.19123493247070952,0,1,0,1.2973145304721516,-0.22074097845862709,-0.19123493247070952,1
