,C2,C3`,C1,C4,C5,C6,C3_impute,C7_impute,C5`,T1prime,T2prime,T3prime,T4prime,T5prime,S1prime,S2prime,S3prime,I3_bin,Y1
72,0,0,-0.42428073498499635,0.3249386255157414,-0.7064949185906779,-0.6575609116876443,0.0835667039346628,-0.4227864598744001,-0.8708653414058728,0.4204619839824661,-2.1594890114320386,-0.23315116075900125,-0.49277142712041655,-2.1594890114320386,-0.6800020961596939,-0.8267420142470737,0.7327351530457704,3,-1.0
73,0,1,0.6276845150529776,0.7576211494381154,0.3352805547312005,0.15553559120753477,0.11851584814617803,-0.30017277880552684,0.2432499720162409,0.3480177356356505,0.07517390762156999,0.4914402467816966,-0.42864874392954333,0.07517390762156999,-0.9374513379187212,1.0364225461512584,-0.1706033257880373,1,1.0
74,1,1,0.6365994747990621,-1.3916074600894435,-0.41385692897003384,-0.554937081225146,0.19994375115445068,-0.38180184297114944,0.40352682345635466,-1.6281984431750525,-0.03321618537434771,-0.0035491203630241674,1.802459259554153,-0.03321618537434771,-1.0493188880948123,0.4034380209824469,0.6431591520848701,3,1.0
75,1,1,-0.2281516205711368,0.37880405351819896,-0.35343063907259176,0.15553559120753477,0.10230232763568128,0.18500931603634813,-0.9712484349812531,-0.9872598275402491,-1.05653925674372,0.16341913936992727,0.9592308093876528,-1.05653925674372,0.4479088176579677,-0.1769373037471929,-0.5510778599316456,2,-1.0
76,1,1,-0.45102561422324994,0.09472316019168286,0.3120619273813979,-0.1128651961559224,0.10050082535673718,0.7807698434542315,0.8825674155859696,1.7744229575688883,-0.9958734861739771,-1.973008501414453,-1.533490978850824,-0.9958734861739771,-0.9267409625110793,-1.494090362901703,1.4365787083742723,3,-1.0
77,1,0,-0.5758350506684332,0.11555360587061274,-0.021028712599893338,-0.12075933696072996,0.08644910758097332,-0.4404484870160443,0.11660919224181153,-1.4445112635129906,-0.20635315319200473,1.0975202954061059,1.5462963388142417,-0.20635315319200473,0.6608579934995699,0.7114976968849036,0.7762970981135501,2,1.0
78,0,0,2.027333195188248,-0.715626415746024,-0.5705467068889326,-0.8233378685886031,0.07059588752626539,-0.34164551584414776,3.880418618749405,0.26674381184327023,-1.2506248255110821,0.6232896889856391,-0.3555255677526049,-1.2506248255110821,-0.6305720188211869,-0.4291963483639888,-1.1330996334523178,3,1.0
79,1,0,-0.45102561422324994,-0.12276790164586684,-0.4800749484287934,-0.5154663772011081,0.03528644285896132,-0.34164551584414776,-0.13395557608720796,-0.2491481519156519,1.934381192657313,0.9005156579935281,0.1400714461696823,1.934381192657313,1.2570432895719061,-0.40000466755121394,1.4113958384950276,2,-1.0
80,1,0,0.39589556165477996,-0.12317053028489447,-0.24150288303457526,-0.49573102518908924,0.09473601806411612,-0.34164551584414776,0.8676464641563222,0.5687373941748071,-0.29154470765491114,1.8265683123250716,-0.6210075782662564,-0.29154470765491114,-0.09026933507583113,-0.5767596273614254,2.280960662080638,2,1.0
81,1,1,-0.46885553371541894,-1.9891825796331382,1.5911691219760409,1.0633617837604046,0.11167013948619052,-0.46457490229890486,0.4907844399612465,1.6380397702435066,1.222871291731981,-0.40026642941227447,-1.4405863732667985,1.222871291731981,3.079120493551906,1.2078797386277011,-1.5401754359198199,3,-1.0
82,0,1,4.1417939473485985,-1.6155757636384467,-0.7418714372585531,-0.739659976057643,0.1282439604524761,-0.2941592319349268,-0.8045113389427879,-1.8024939162108997,-0.6225849359087444,-0.4097955457974912,2.0575068333309594,-0.6225849359087444,-0.3481106808638403,0.4629625822566582,0.9478235814405744,3,-1.0
83,1,1,-0.17466186209462964,0.4389160965073647,1.3516217649094762,0.3528891113277238,0.1260821577177432,4.008101352141154,1.4333193298726332,1.7362617423552358,-0.22944915465540597,-1.6540554103112273,-1.5077318557045196,-0.22944915465540597,-0.24805323999924164,0.448201470553201,-0.33256607278495504,3,1.0
84,1,0,-0.29055633879372844,-0.28927407347380296,-0.36170768645473367,-0.5154663772011081,0.0857285066693957,-0.43821408505986237,0.4296239061167436,-0.6241960428354308,0.5288224276801552,0.48855230957203516,0.5383968496021623,0.5288224276801552,-0.821931177532894,-1.1453533889208454,-0.4512963955017362,3,-1.0
85,0,0,0.4850451591156252,0.0718960337178148,-0.7012299948976412,-0.6733491932972594,0.08284610302308516,-0.457241450623115,-0.7659118891217285,-0.17568673181853647,1.0229041065462834,0.9722568662149114,0.06598735645964939,1.0229041065462834,-0.643474820732128,0.26579091896203044,-0.05266922932662736,3,1.0
87,1,0,-0.46885553371541894,-0.9466751808767734,-0.5501285914187088,-0.5470429404203384,0.06807378433574367,-0.4615727887216991,-0.35002460262284935,-2.3825174955977806,1.4453889020963557,0.7851189886616746,3.0020727587023797,1.4453889020963557,0.2601459954071717,0.5219105227896681,-0.3053718122723771,2,1.0
88,1,1,-0.2281516205711368,1.7410064933561722,-0.530468706032576,-0.5154663772011081,0.13977357503771826,-0.32981646607195236,-0.37389428331924085,1.4884887398723854,-1.768645621793719,-2.166509246524098,-1.335951500128954,-1.768645621793719,0.4251843949997835,-0.3117329042244081,-1.1943691761255655,2,-1.0
89,1,1,-0.38862089600065824,0.4158189203294809,-0.5530756093900167,-0.5154663772011081,0.16067100147346963,-0.23520037739771887,-0.48153204291541485,0.5621927524895803,-1.0639392192186161,-0.02266967052216049,-0.6154307700336785,-1.0639392192186161,0.972718922058247,0.13098131874655336,-0.5997515432851057,3,1.0
