,C1,C4,C5,C6,C3_impute,C7_impute,C5`,T1prime,T2prime,T3prime,T4prime,T5prime,S1prime,S2prime,S3prime,Y1,Y2
11,99.0,0.015487112031121256,17826801.0,7000000.0,-398.1,0.32,2.5466858571428572,0.5454545454545454,0.06651693158258466,0.8984105044920525,1.8333333333333333,0.06651693158258466,0.005010366275051832,0.007083621285418107,0.012093987560469938,1,0
12,126.0,0.019731083271667373,15889841.0,3750000.0,0.27,26.499,4.237290933333333,0.6844660194174758,0.04518492672714585,0.8658408932309839,1.4609929078014185,0.04518492672714585,0.00366364270760642,0.007501744591765527,0.013956734124214934,0,1
13,140.0,-0.0063156046994000984,14310258.0,3700000.0,-2.19,0.074,3.867637297297297,0.5552884615384616,0.06873698163226662,0.9311683393296724,1.800865800865801,0.06873698163226662,0.0076690020829388375,0.01117212649119485,0.013065707252414316,0,1
14,488.0,0.023274685510332935,50025520.0,13750000.0,0.18,166.896,3.6382196363636363,0.6089743589743589,0.048784414748027694,0.8839693017764182,1.6421052631578947,0.048784414748027694,0.005259485858423228,0.013739065099554554,0.009230934363763215,1,0
15,233.0,-0.08545458841445729,90015707.0,10000000.0,0.17,510.192,9.0015707,0.7047781569965871,0.03577334362253335,0.8699151140998788,1.4188861985472154,0.03577334362253335,0.0054018300077169,0.005071105721530151,0.008543710726491016,1,0
16,125.0,0.0002548563257563511,24333033.0,11800000.0,0.31,571.192,2.062121440677966,0.5204460966542751,0.05204460966542751,0.8808859975216853,1.9214285714285715,0.05204460966542751,0.0055762081784386614,0.005111524163568773,0.012856257744733582,0,0
17,77.0,-0.0063156046994000984,23087591.0,10000000.0,0.14,363.465,2.3087591,0.6317135549872123,0.05325914149443561,0.8469351704645822,1.582995951417004,0.05325914149443561,0.006359300476947536,0.011835364776541247,0.011747041158805864,1,0
18,92.0,0.036830796877746964,63369555.0,8300000.0,1.18,170.27,7.634886144578314,0.6117424242424242,0.03869488014205386,0.9197247706422018,1.6346749226006192,0.03869488014205386,0.003995264871263687,0.005548978987866233,0.008656407221071322,1,0
19,207.0,-0.01269239188194706,19045933.0,5000000.0,0.63,132.5,3.8091866,0.521484375,0.03671687778158165,0.8720472440944882,1.9176029962546817,0.03671687778158165,0.004450530640191715,0.0066757959602875725,0.007788428620335502,0,1
20,174.0,0.045262646375410436,31051055.0,6550000.0,-1.43,False,4.740619083969466,0.6257928118393234,0.05564814143902616,0.9057314687341497,1.597972972972973,0.05564814143902616,0.0047822621549163105,0.009854358379827548,0.013187450184769219,1,0
21,78.0,0.05404000937680397,45201120.0,10200000.0,0.67,1707.564,4.431482352941177,0.5972927241962775,0.04715333566189312,0.867481662591687,1.6742209631728044,0.04715333566189312,0.003981837233670974,0.005099545930841775,0.006147397834439399,0,1
22,68.0,0.002545640136170962,11894956.0,4000000.0,-0.86,64.606,2.973739,0.5340501792114696,0.04688689298218907,0.8964834830263358,1.8724832214765101,0.04688689298218907,0.004414674988582737,0.014157405997868777,0.014766326685949155,0,0
23,91.0,0.03582773310561604,19283332.0,5000000.0,-29.64,0.176,3.8566664,0.6048387096774194,0.058778509107607534,0.9148936170212766,1.6533333333333333,0.058778509107607534,0.008878003979794888,0.00596969233124139,0.015306903413439462,1,0
24,101.0,-0.0017460164572123166,21001943.0,7000000.0,-1.39,3.88,3.000277571428571,0.6996197718631179,0.05499360539472154,0.890942913614696,1.4293478260869565,0.05499360539472154,0.007324729682595047,0.005929543076386466,0.010812696198116497,0,0
25,76.0,-0.003957877372461608,22646381.0,5500000.0,-19.2,2.23,4.117523818181819,0.6023166023166023,0.057854406130268196,0.8982120051085568,1.6602564102564104,0.057854406130268196,0.004597701149425287,0.010855683269476373,0.015197956577266922,1,0
26,488.0,-0.037115500330326075,25909462.0,6000000.0,0.38,94.739,4.318243666666667,0.6753507014028056,0.057410964977094726,0.9295108615339146,1.4807121661721068,0.057410964977094726,0.006723806709029112,0.0065021427515885915,0.017511452637801093,1,0
27,40.0,0.025763708515827013,71864857.0,30000000.0,-0.41,345.322,2.3954952333333335,0.6337760910815939,0.05391176862588298,0.7226442756230841,1.5778443113772456,0.05391176862588298,0.0030654404904704785,0.012061841929894708,0.011128881780621085,0,1
28,113.0,0.035642375510738435,40403276.0,8696820.0,0.5,428.516,4.645752815396892,0.6801872074882995,0.04858255788790305,0.892447522181346,1.4701834862385321,0.04858255788790305,0.006762605496645748,0.008872538411599221,0.00995455529106254,1,0
29,75.0,-0.015947285678912314,26614227.0,12000000.0,-0.93,18.643,2.21785225,0.6972704714640199,0.051739813207703114,0.9123068022150591,1.4341637010676156,0.051739813207703114,0.008513100256219522,0.008430448797421275,0.013389536325316143,1,0
30,42.0,-0.037115500330326075,35665434.0,9000000.0,0.22,257.056,3.962826,0.6539792387543253,0.05220314988497611,0.8951807939597711,1.529100529100529,0.05220314988497611,0.004777915413201203,0.00513183507343833,0.009968737096679054,1,0
31,84.0,-0.03446512812118845,55594944.0,8793408.0,-0.49,59.039,6.3223432826044235,0.6810176125244618,0.04766877572332453,0.852816512070766,1.4683908045977012,0.04766877572332453,0.004361447263345414,0.006081454634805578,0.006757171816450642,0,1
32,83.0,0.02071500183158597,11150000.0,1950000.0,0.13,38.434,5.717948717948718,0.5319148936170213,0.05367626502655857,0.8800670953312832,1.88,0.05367626502655857,0.006569751188146492,0.006569751188146492,0.013139502376292984,1,0
33,412.0,0.08509670457922383,98180520.0,28180501.0,-9.04,68.525,3.4839877403173207,0.5671641791044776,0.05592941528338567,0.9222371766113354,1.763157894736842,0.05592941528338567,0.00493494840735756,0.01114101988933752,0.014505757439808583,0,1
34,29.0,0.016442651117707995,22087485.0,5085985.0,-0.02,185.076,4.342813633937182,0.7061855670103093,0.05553732567678425,0.9093519278096801,1.416058394160584,0.05553732567678425,0.004593929450369155,0.00951599671862182,0.013125512715340444,0,0
35,94.0,-0.012382727363617861,17048772.0,4687500.0,0.15,40.045,3.63707136,0.5825,0.053774050320670945,0.8992599901332018,1.7167381974248928,0.053774050320670945,0.0046373951652688705,0.00680809077454366,0.009669462259496794,0,1
36,133.0,0.05647474671864434,56707490.0,11474528.0,0.0,36.12,4.942032474015489,0.6307129798903108,0.05710211841390549,0.9110537751222162,1.5855072463768116,0.05710211841390549,0.004073872895165671,0.010116784356328082,0.011950027159152634,0,1
37,87.0,0.016234824406075828,52212444.0,16000000.0,-0.64,52.897,3.26327775,0.6539278131634819,0.047122471381527364,0.898463227222832,1.5292207792207793,0.047122471381527364,0.0050964403324447235,0.006664575819350792,0.008075897757566253,0,1
38,160.0,0.036866889518440776,24181137.0,6535405.0,1.4,519.966,3.7000211922596993,0.577639751552795,0.04419746704574826,0.8873093822693202,1.7311827956989247,0.04419746704574826,0.004523132592401137,0.007753941586973378,0.016154044972861204,0,1
39,78.0,0.05699491838087051,25106719.0,6250000.0,0.04,32.068,4.01707504,0.6485981308411215,0.05422955422955423,0.8725283725283726,1.54178674351585,0.05422955422955423,0.004563004563004563,0.004914004914004914,0.009184509184509184,0,1
40,20.0,0.004669618127058825,209529412.0,73484164.0,0.51,3018.118,2.851354640164376,0.7517482517482518,0.052843888664784185,0.8778885495303406,1.330232558139535,0.052843888664784185,0.004840661557079467,0.008298276954993373,0.007203365412320637,0,1
41,119.0,-0.019999416118981355,19629551.0,7666667.0,1.08,46.672,2.560376106070604,0.598159509202454,0.0461324570273003,0.8830889787664308,1.6717948717948719,0.0461324570273003,0.0037917087967644083,0.008594539939332659,0.011880687563195146,1,0
42,38.0,0.02925670137266296,19932773.0,8500000.0,0.09,608.16,2.345032117647059,0.6666666666666666,0.049263450042698546,0.9181255337318531,1.5,0.049263450042698546,0.005924423569598634,0.01430401366353544,0.013983774551665244,0,1
43,112.0,-0.006417682468154485,42908654.0,13350000.0,0.0,False,3.2141313857677902,0.5700197238658777,0.05622393326916907,0.902149502726981,1.754325259515571,0.05622393326916907,0.006336220725056144,0.01122874558870709,0.011389156239974335,1,0
44,156.0,-0.0008063218195906665,30941015.0,6861919.0,-0.01,69.833,4.509090678569653,0.6581352833638026,0.04953631703242901,0.837278958585335,1.5194444444444444,0.04953631703242901,0.0032256206439721215,0.008985657508208053,0.011174471516617707,1,0
45,222.0,-0.004839837912175111,15634343.0,4600000.0,-1.42,False,3.3987702173913044,0.6357142857142857,0.061957569913211184,0.8844021215043394,1.5730337078651686,0.061957569913211184,0.004459980713596914,0.009281581485053038,0.012777242044358728,1,0
46,102.0,0.0283099533258931,75140978.0,8000000.0,-0.16,72.503,9.39262225,0.687960687960688,0.049487365786711875,0.9146686041818035,1.4535714285714285,0.049487365786711875,0.00403648986841043,0.006700573181561314,0.007830790344716235,0,1
47,39.0,0.0027190288727909386,32948378.0,7200000.0,-1.0,False,4.576163611111111,0.4663677130044843,0.05749163221106517,0.92537901161646,2.144230769230769,0.05749163221106517,0.0057097853908249655,0.011813349084465446,0.014963575506989565,1,0
48,116.0,-0.02246402239096419,34760223.0,9300000.0,-9.12,74.005,3.7376583870967743,0.6096681096681097,0.057173107464266806,0.8965943179812952,1.6402366863905324,0.057173107464266806,0.007789457762988732,0.01915853689278782,0.01767122942347929,1,0
49,90.0,0.03469512390660059,31600399.0,6286819.0,-0.29,75.813,5.026452805464894,0.6203090507726269,0.053901437371663245,0.8936516084873375,1.612099644128114,0.053901437371663245,0.0034223134839151265,0.006416837782340862,0.011550308008213552,0,1
50,107.0,0.015487112031121256,11901530.0,4000000.0,-0.79,19.157,2.9753825,0.6169354838709677,0.06184012066365008,0.8953242835595777,1.6209150326797386,0.06184012066365008,0.007692307692307693,0.008144796380090498,0.024283559577677225,1,0
51,93.0,-0.05993323169635589,20587127.0,5500000.0,-59.08,8.822,3.743114,0.5171232876712328,0.0582018927444795,0.911198738170347,1.9337748344370862,0.0582018927444795,0.005362776025236593,0.006309148264984227,0.016246056782334387,1,0
52,117.0,0.002756461109020153,18156483.0,6700000.0,0.62,139.357,2.7099228358208953,0.6371951219512195,0.04011824324324324,0.8616976351351351,1.569377990430622,0.04011824324324324,0.006228885135135135,0.006228885135135135,0.00855152027027027,0,1
53,86.0,0.049754821648229856,29644831.0,9000000.0,-1.49,20.719,3.293870111111111,0.6948775055679287,0.05476795506219072,0.9025678748161027,1.439102564102564,0.05476795506219072,0.006620302260264812,0.006553430520262137,0.01263875886050555,1,0
54,350.0,0.059353423385064455,235888203.0,43200000.0,0.35,1699.0,5.460375069444445,0.55,0.0652282082598272,0.8830687112679242,1.8181818181818181,0.0652282082598272,0.005790021260234315,0.014655991314968109,0.014248880445107885,0,1
55,77.0,0.08987183041029774,22760415.0,6000000.0,-16.37,False,3.7934025,0.5767790262172284,0.06543550966991421,0.903155445688527,1.7337662337662338,0.06543550966991421,0.005089428529882216,0.007416024429256944,0.012360040715428238,1,0
56,90.0,-0.01458233982616616,35145253.0,9058450.0,38.5,935.468,3.8798307657491073,0.634453781512605,0.03459190594619037,0.8891401009872636,1.576158940397351,0.03459190594619037,0.007687090210264526,0.005652272213429799,0.011681362574421584,0,1
57,149.0,-0.02469393686831301,8404958.0,2750000.0,-1.63,1.9,3.0563483636363635,0.5407407407407407,0.0559748427672956,0.9088050314465409,1.8493150684931507,0.0559748427672956,0.00990566037735849,0.005974842767295598,0.011320754716981131,1,0
58,110.0,0.01929958934297418,79829804.0,800000.0,0.21,167.884,99.787255,0.717948717948718,0.04437970564867012,0.8353448602020355,1.3928571428571428,0.04437970564867012,0.00469146078468465,0.005939994703189437,0.011047633460709015,0,1
59,238.0,0.00430373527330501,160000000.0,58000000.0,-2.14,2214.215,2.7586206896551726,0.6360153256704981,0.055823127379478005,0.9225723590660979,1.572289156626506,0.055823127379478005,0.006329984863079675,0.013714967203339297,0.01137562497133159,1,0
60,67.0,0.012708623146163443,50082900.0,9090900.0,-0.02,32.978,5.509124509124509,0.6051188299817185,0.05294379356369568,0.9082752484057541,1.6525679758308156,0.05294379356369568,0.004745662168174403,0.006228681595728904,0.012976419991101884,0,1
61,59.0,0.002046754742247154,15690374.0,5000000.0,-0.66,389.962,3.1380748,0.6189555125725339,0.05804971319311664,0.9129636711281071,1.615625,0.05804971319311664,0.0076481835564053535,0.01277246653919694,0.014455066921606119,1,0
62,149.0,-0.012062164680420817,120622350.0,14000000.0,-0.47,4351.218,8.615882142857142,0.740506329113924,0.048891912908242616,0.8880248833592534,1.3504273504273505,0.048891912908242616,0.005589035769828927,0.007873250388802489,0.00806765163297045,1,0
63,147.0,0.04638015077402592,22465088.0,16300000.0,-158.2,False,1.3782262576687117,0.5555555555555556,0.050827966881324745,0.9620515179392825,1.8,0.050827966881324745,0.0020699172033118675,0.008509659613615455,0.013799448022079117,1,0
64,91.0,0.050890498603735436,87028093.0,16000000.0,0.28,259.295,5.4392558125,0.6894941634241245,0.061365373590674566,0.8766959678960443,1.4503386004514673,0.061365373590674566,0.006807758455952609,0.013734951270781578,0.014188801834511752,0,1
65,2087.0,0.01076544990065678,33785359.0,12500000.0,0.46,311.502,2.70282872,0.5328467153284672,0.05186308146493258,0.8937205776749382,1.8767123287671232,0.05186308146493258,0.006063991063592117,0.010133248224686827,0.010053458868586931,0,1
66,105.0,0.00549637470275211,25168917.0,5500000.0,-2.09,92.478,4.576166727272727,0.6185567010309279,0.053400406307439294,0.8914578697881397,1.6166666666666667,0.053400406307439294,0.0031924155944664796,0.005417432523943117,0.008609848118409596,0,0
67,238.0,0.019731083271667373,41371982.0,13000000.0,-4.16,75.436,3.182460153846154,0.5841750841750841,0.04993173395748001,0.8976009362200117,1.7118155619596542,0.04993173395748001,0.0031207333723425007,0.009882322345751251,0.01157271958910344,0,1
68,83.0,-0.061579848740387674,57119068.0,10700000.0,0.16,176.624,5.338230654205607,0.6821705426356589,0.050940364804838864,0.9006710140818448,1.4659090909090908,0.050940364804838864,0.00302428881958227,0.00954541158680654,0.011813628201493242,0,1
69,111.0,0.03611721593918047,19250000.0,10000000.0,0.18,311.709,1.925,0.5717344753747323,0.0504453735684421,0.8945646246137066,1.749063670411985,0.0504453735684421,0.006998727504090165,0.008998363933830213,0.011270678058534812,1,0
70,77.0,0.010983105662161895,19551642.0,7482000.0,0.46,213.672,2.613157177225341,0.601123595505618,0.039947466345627666,0.8959176972748166,1.6635514018691588,0.039947466345627666,0.00536281055050892,0.005691145890335997,0.010397285761190762,0,1
71,177.0,0.051526532500396634,26375037.0,5000000.0,-4.75,60.169,5.2750074,0.6365105008077544,0.05699262661670494,0.9132720899311012,1.5710659898477157,0.05699262661670494,0.0028405656956364076,0.007433820863048471,0.011543575486522422,0,0
72,96.0,0.018065909915302072,6988392.0,3200000.0,-0.34,37.811,2.1838725,0.6577181208053692,0.03733923385423869,0.8882588853547227,1.5204081632653061,0.03733923385423869,0.004148803761582077,0.006638086018531324,0.01341446549578205,0,1
73,214.0,0.03228429921272611,64145000.0,13500000.0,0.63,143.062,4.751481481481481,0.6526946107784432,0.05273217899707668,0.9062289183719361,1.5321100917431192,0.05273217899707668,0.003710366539239937,0.012030582415111311,0.011018664268045873,1,0
74,215.0,-0.03834154622795221,23043862.0,4500000.0,2.89,72.992,5.120858222222222,0.5156576200417536,0.05198555956678701,0.8939530685920578,1.9392712550607287,0.05198555956678701,0.00351985559566787,0.0101985559566787,0.013176895306859206,1,0
75,118.0,0.019835982850230017,26359127.0,13500000.0,0.18,559.54,1.9525279259259258,0.5601023017902813,0.04493664146523267,0.898093919710361,1.7853881278538812,0.04493664146523267,0.006069641145777872,0.008518794590565435,0.010009583643914386,0,0
76,93.0,0.010500794785178772,62871119.0,10100000.0,0.13,1070.938,6.224863267326732,0.7516059957173448,0.04535452322738386,0.8451100244498777,1.3304843304843306,0.04535452322738386,0.003728606356968215,0.004706601466992665,0.015281173594132029,0,1
77,79.0,0.0111853044880828,44596230.0,10000000.0,-0.26,22.65,4.459623,0.528395061728395,0.05079294665631585,0.9212598425196851,1.8925233644859814,0.05079294665631585,0.0064322945547299545,0.011090163025396473,0.013529998890983698,1,0
78,371.0,-0.016128119258393494,14447138.0,1100000.0,-0.7,False,13.133761818181819,0.6470588235294118,0.04359972908906197,0.9094988147646461,1.5454545454545454,0.04359972908906197,0.004232983406705046,0.0077886894683372844,0.008465966813410091,1,0
79,93.0,0.003353816539135266,19410836.0,5000000.0,-1.68,False,3.8821672,0.6112852664576802,0.0655388871156506,0.916374082349186,1.6358974358974359,0.0655388871156506,0.00744760080859666,0.007873177997659325,0.015214384508990318,0,0
80,188.0,0.0033405857511660856,32500000.0,5250000.0,-0.03,False,6.190476190476191,0.668,0.050206124852767965,0.9393404004711425,1.4970059880239521,0.050206124852767965,0.005153121319199058,0.007361601884570083,0.017520612485276796,1,0
81,91.0,-0.05797847449374761,133048840.0,25000000.0,0.44,1.94,5.3219536,0.7421487603305785,0.06063782003293906,0.8841143883814943,1.3474387527839644,0.06063782003293906,0.010879872236362729,0.01252682537305984,0.007386335279732495,0,1
82,660.0,-0.045701373246791265,5047473.0,2160000.0,0.9,148.224,2.3367930555555554,0.5035714285714286,0.04792583280955374,0.8838780641106222,1.9858156028368794,0.04792583280955374,0.004714016341923318,0.010370835952231301,0.013984915147705845,0,1
83,124.0,0.02181132592841911,119906167.0,16000000.0,0.84,3841.264,7.4941354375,0.7489597780859917,0.05063385533184191,0.8530201342281879,1.3351851851851853,0.05063385533184191,0.00488441461595824,0.010328113348247576,0.010589112602535422,1,0
84,111.0,-0.002117746190072883,25905010.0,5000000.0,-0.28,24.568,5.181002,0.585278276481149,0.05585702915852688,0.9061572968670863,1.7085889570552146,0.05585702915852688,0.003907097894508357,0.0057159395123363,0.010274220389262716,0,1
85,198.0,0.009750672113699626,7277250.0,3000000.0,-0.36,8.235,2.42575,0.6163793103448276,0.059260393538013934,0.9181532807595131,1.6223776223776223,0.059260393538013934,0.004211009876732256,0.009800168440395069,0.0113314447592068,1,0
87,91.0,-0.02372061747056409,15567370.0,4600000.0,-0.77,4.517,3.3842108695652175,0.46335078534031415,0.062170579779587926,0.9135122184954481,2.15819209039548,0.062170579779587926,0.005749880210828941,0.010541447053186392,0.010661236224245328,1,0
88,118.0,0.0645993451786608,16646002.0,5000000.0,1.22,117.616,3.3292004,0.7317784256559767,0.0400314657809632,0.8403111616117472,1.3665338645418326,0.0400314657809632,0.006030941351280483,0.008128660082160651,0.008303469976400664,0,1
89,100.0,0.02105232914807478,15405683.0,5000000.0,1.8,198.834,3.0811366,0.6675461741424802,0.04488566858003199,0.8934788745647878,1.4980237154150198,0.04488566858003199,0.006963395125623412,0.009409993413004612,0.00988049308365484,1,0
90,213.0,0.051102896447133964,19067812.0,9500000.0,-0.79,141.873,2.007138105263158,0.6439169139465876,0.04953250222617987,0.8837377560106857,1.5529953917050692,0.04953250222617987,0.0036731967943009797,0.012466607301869992,0.01007346393588602,1,0
91,114.0,0.07222780488186492,53139723.0,13500000.0,0.5,218.29,3.936275777777778,0.625560538116592,0.05252011859381618,0.9118170266836086,1.5985663082437276,0.05252011859381618,0.002964845404489623,0.011181702668360865,0.00940279542566709,1,0
92,14.0,-0.017173041723842902,18460000.0,5100000.0,-0.21,21.873,3.619607843137255,0.5660919540229885,0.04359925788497217,0.8835807050092764,1.766497461928934,0.04359925788497217,0.005333951762523191,0.008928571428571428,0.00939239332096475,0,1
93,93.0,0.0418707113204849,24717719.0,7500000.0,0.32,95.623,3.2956958666666667,0.6230677764565993,0.05910790841922831,0.907963148773146,1.6049618320610688,0.05910790841922831,0.0032381647359299463,0.008255039678920004,0.01090030101249658,1,0
94,83.0,-0.030411457792077785,21792260.0,5000000.0,-83.95,0.367,4.358452,0.5023474178403756,0.07190466572409614,0.9317309634417289,1.9906542056074767,0.07190466572409614,0.00444354675823066,0.005857402544940416,0.019995960412037973,0,0
95,97.0,0.033593111500030436,5000258.0,2000000.0,0.1,14.798,2.500129,0.495114006514658,0.04318604318604319,0.8677248677248677,2.0197368421052633,0.04318604318604319,0.007007007007007007,0.006721006721006721,0.01001001001001001,0,1
96,182.0,0.03382320623002174,9484296.0,9484296.0,-0.35,64.482,1.0,0.7704280155642024,0.04168620463284254,0.8240645221794992,1.297979797979798,0.04168620463284254,0.006517865516271218,0.00515802307043046,0.00928444152677483,0,1
97,71.0,-0.023035852320323243,7712116.0,3000000.0,0.32,96.107,2.570705333333333,0.5149501661129569,0.05010376519418915,0.8483545804921435,1.9419354838709677,0.05010376519418915,0.003112955825674474,0.011414171360806405,0.007856507560035577,0,1
98,88.0,-0.02372061747056409,18677672.0,6000000.0,0.03,12.231,3.1129453333333332,0.5394736842105263,0.0470362590190885,0.9222760069412732,1.853658536585366,0.0470362590190885,0.002739976253539136,0.008402593844186684,0.010503242305233355,0,1
99,96.0,-0.013719046092875624,21585906.0,10039216.0,0.26,918.513,2.1501585382762958,0.612,0.056258576002439394,0.9048635462722976,1.6339869281045751,0.056258576002439394,0.006098490623570666,0.011129745388016466,0.013797835035828633,1,0
100,94.0,0.030198862266011022,64771971.0,7812500.0,0.99,1392.423,8.290812288,0.6888888888888889,0.06207004377736085,0.9102564102564102,1.4516129032258065,0.06207004377736085,0.006253908692933083,0.007608922243068585,0.010006253908692933,0,1
101,139.0,0.025837184637571033,15822975.0,5500000.0,-0.17,False,2.8769045454545457,0.5032258064516129,0.057493188010899185,0.8967302452316076,1.9871794871794872,0.057493188010899185,0.0027247956403269754,0.005449591280653951,0.017438692098092644,0,0
102,100.0,0.024348418198384663,28045540.0,6000000.0,-0.27,False,4.6742566666666665,0.6301369863013698,0.05424222797927461,0.9047927461139896,1.5869565217391304,0.05424222797927461,0.005505181347150259,0.008905440414507772,0.016515544041450777,1,0
103,58.0,-0.013856032240963977,22488261.0,5000000.0,-13.98,26.586,4.4976522,0.6731234866828087,0.06373445501097294,0.8966715435259692,1.485611510791367,0.06373445501097294,0.003566203365032919,0.008412582297000731,0.01837966349670812,0,1
104,140.0,0.015247641034643978,18905040.0,4000000.0,0.29,22.488,4.72626,0.6072607260726073,0.05893488137304392,0.8975265017667845,1.6467391304347827,0.05893488137304392,0.007950530035335688,0.009843513377082282,0.009591115598182737,0,0
105,124.0,0.053363823247533915,36297532.0,6328932.0,-0.62,232.947,5.735174907867552,0.6524953789279113,0.047240994685388095,0.9179843842267568,1.5325779036827196,0.047240994685388095,0.004396037005445837,0.01102289875992389,0.01233514861229578,0,1
106,98.0,-0.010094639243490348,17108920.0,5800000.0,0.56,False,2.9498137931034485,0.6166902404526167,0.031595406265164175,0.8840782875936809,1.621559633027523,0.031595406265164175,0.005445624629320106,0.008626732086051652,0.00916590284142988,0,0
107,91.0,-0.1623519476777104,24000105.0,6250000.0,-1.07,38.563,3.8400168,0.7197943444730077,0.04956468611577822,0.8341224988544371,1.3892857142857142,0.04956468611577822,0.00435313884221781,0.007560714831220406,0.012219337100962274,1,0
108,95.0,0.05537992930521834,38566207.0,12000000.0,-0.46,293.605,3.2138505833333335,0.7111111111111111,0.06082373443277936,0.9053853019934544,1.40625,0.06082373443277936,0.005100522803587367,0.008585880052705403,0.011518680664768138,1,0
109,170.0,0.041111496865316996,25583179.0,6132353.0,-0.46,113.311,4.171837302908036,0.6092814371257484,0.048302800242064146,0.901358860097926,1.6412776412776413,0.048302800242064146,0.005391428728613082,0.01650437365901964,0.007977113935192827,1,0
110,72.0,-0.02469393686831301,19262086.0,5358000.0,-0.11,160.871,3.5950141843971632,0.605,0.061326291079812204,0.8543622848200313,1.6528925619834711,0.061326291079812204,0.003129890453834116,0.008900625978090767,0.0075312989045383414,0,0
111,93.0,0.06085692819100021,350000000.0,35000000.0,-0.44,2447.04,10.0,0.6533864541832669,0.07131772009029345,0.90505079006772,1.5304878048780488,0.07131772009029345,0.00416196388261851,0.01163939051918736,0.022573363431151242,1,0
112,422.0,0.002309869621072027,119611490.0,22000000.0,-0.93,348.869,5.436885909090909,0.544468546637744,0.06263858093126386,0.879249815225425,1.8366533864541832,0.06263858093126386,0.004249815225424981,0.008592017738359202,0.010994087213599409,0,1
113,270.0,0.009441568676369546,8540748.0,1200000.0,0.0,False,7.11729,0.6974063400576369,0.04756380510440835,0.9099961330239753,1.4338842975206612,0.04756380510440835,0.00705723124516628,0.009377416860015468,0.013147718484145398,1,0
114,79.0,-0.05858667395878593,158675271.0,50000000.0,-1.76,5069.0,3.17350542,0.6289592760180995,0.05913686639071724,0.9043224536879962,1.589928057553957,0.05913686639071724,0.008990975096695393,0.01876229897536812,0.009160616136255684,1,0
116,114.0,0.047780887304086854,19768862.0,8400000.0,-1.12,False,2.3534359523809525,0.7907542579075426,0.05087707942261635,0.890672535439187,1.2646153846153847,0.05087707942261635,0.005307786911774225,0.009450449867305328,0.012816363518674347,1,0
117,79.0,0.03380491886864125,17632545.0,8500000.0,0.1,371.445,2.0744170588235296,0.5608695652173913,0.04498567335243553,0.8619866284622731,1.7829457364341086,0.04498567335243553,0.00792741165234002,0.011556829035339064,0.011938872970391595,0,1
118,275.0,0.047564541326239926,23477907.0,5000000.0,-12.4,6.616,4.6955814,0.7373188405797102,0.05064141722663409,0.911484422724496,1.3562653562653562,0.05064141722663409,0.0064752596212583995,0.006414172266340868,0.011789859499083689,1,0
